Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
comparison between oblique lumbar interbody fusion and posterior lumbar interbody fusion for the treatment of lumbar degenerative diseases: a systematic review and meta-analysis,2023,Journal of Orthopaedic Surgery and Research,Lumbar degenerative diseases; Lumbar fusion; Meta-analysis; Meta-analysis; Oblique lateral approach vertebral fusion; Posterior approach vertebral fusion; Systematic review,diagnostic imaging; human; lordosis; lumbar vertebra; lumbosacral region; meta analysis; procedures; retrospective study; spine fusion; surgery; treatment outcome; Humans; Lordosis; Lumbar Vertebrae; Lumbosacral Region; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Medical School of Chinese PLA, Beijing, Beijing, China; Department of Orthopaedics, General Hospital of People's Liberation Army, Beijing, China; Department of Orthopaedics, PLA Rocket Force Characteristic Medical Center, Beijing, Beijing, China"
efficacy of olif combined with pedicle screw internal fixation for lumbar spinal stenosis on spinal canal changes before and after surgery,2023,Journal of Orthopaedic Surgery and Research,Disc height; Lumbar spinal stenosis; Oblique lumbar interbody fusion; Spinal canal cross-sectional area,animal; diagnostic imaging; human; lordosis; retrospective study; vertebral canal; vertebral canal stenosis; Animals; Humans; Lordosis; Pedicle Screws; Retrospective Studies; Spinal Canal; Spinal Stenosis,"Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
circumferential approach via dynamic position in olif combined with freehand screw pedicle fixation for lumbar tuberculosis requiring multilevel instrumentation: a 3-year retrospective study,2023,Journal of Orthopaedic Surgery and Research,Dynamical position; Freehand pedicle screw fixation; Lumbar tuberculosis; Oblique lateral interbody fusion; Radiation exposure,C reactive protein; erythrocyte sedimentation rate; human; retrospective study; surgical margin; tuberculosis; Blood Sedimentation; Bone Screws; C-Reactive Protein; Humans; Margins of Excision; Retrospective Studies; Tuberculosis,"Department of Orthopaedics, Chongqing Medical University, Chongqing, Chongqing, China"
intraoperative ultrasound guidance assisted oblique lateral interbody fusion for lumbar spinal stenosis,2023,Medical Hypotheses,Intraoperative ultrasound guidance; Lumbar spinal stenosis; Oblique lateral interbody fusion,Article; clinical outcome; human; intraoperative period; lumbar spinal stenosis; muscle injury,"Department of Orthopedic Spine Surgery, Kunming Medical University, Kunming, Yunnan, China; Department of Orthopaedics, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China"
implications of cage impactions in single-level olif treatment of degenerative spondylolisthesis; influence des impactions de la cage dans le traitement des spondylolisthésis dégénératifs par olif à un niveau,2023,Revue de Chirurgie Orthopedique et Traumatologique,Cage intersomatique; Impactions de la cage; OLIF; Position cage,,"Centre Orthopédique Santy, Lyon, France; Hôpital Privé Jean Mermoz, Lyon, France; Department of Orthopaedics, CHU Rouen Normandie, Rouen, Normandie, France"
biomechanical stability of oblique lateral interbody fusion combined with four types of internal fixations: finite element analysis,2023,Frontiers in Bioengineering and Biotechnology,biosolid mechanics; CAGE; finite element analysis; internal fixation; OLIF,Biomechanics; Screws; Stability; Stress concentration; Biomechanical stability; Biosolid mechanic; CAGE; Finite element analyse; Finite element modelling (FEM); Internal fixation; Lumbar interbody fusion; Oblique lateral lumbar interbody fusion; Pedicle screws; Range-of-motion; Finite element method,"Department of Spine Surgery, Dalian Central Hospital, Dalian, Liaoning, China; Department of Engineering Mechanics, Dalian University of Technology, Dalian, Liaoning, China"
single-position oblique lumbar interbody fusion and percutaneous pedicle screw fixation under o-arm navigation: a retrospective comparative study,2023,Journal of Clinical Medicine,C-arm; minimally invasive surgery; O-arm navigation; oblique lateral lumbar interbody fusion; spinal fusion,adult; Article; clinical article; clinical outcome; Cobb angle; comparative study; controlled study; degenerative disease; female; human; hypesthesia; male; middle aged; minimally invasive surgery; Oswestry Disability Index; outcome assessment; posterior lumbar interbody fusion; postoperative complication; radicular pain; radiological parameters; retrospective study; Short Form 36; spine fusion; spine stabilization; surgical infection; visual analog scale,"Department of Neurosurgery, Daejin Medical Center, Seongnam, Gyeonggi-do, South Korea; Department of Neurosurgery, Kwandong University, College of Medicine, Gangneung, Gangwon-do, South Korea; Department of Neurosurgery, Severance Hospital, Seoul, South Korea"
evaluation of the efficacy of olif combined posterior internal fixation for single-segment lumbar tuberculosis: a single-center retrospective cohort study,2022,BMC Surgery,Debridement; Internal fixation; Lumbar tuberculosis; Oblique lumbar interbody fusion,"human; lumbar vertebra; osteosynthesis; retrospective study; spine fusion; treatment outcome; tuberculous spondylitis; Fracture Fixation, Internal; Humans; Lumbar Vertebrae; Retrospective Studies; Spinal Fusion; Treatment Outcome; Tuberculosis, Spinal","Department of Orthopaedics, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China"
"anterior column reconstruction of the lumbar spine in the lateral decubitus position: anatomical and patient-related considerations for alif, anterior-to-psoas, and transpsoas llif approaches",2022,European Spine Journal,Anterior to psoas (ATP)/OLIF; Circumferential fusion; Lateral ALIF; Minimally invasive spine surgery; Single-position lumbar fusion; Transpsoas/XLIF,anatomy and histology; diagnostic imaging; human; lumbar vertebra; lumbosacral region; procedures; reconstructive surgery; spine fusion; surgery; treatment outcome; Humans; Lumbar Vertebrae; Lumbosacral Region; Reconstructive Surgical Procedures; Spinal Fusion; Treatment Outcome,"NYU Langone Orthopedic Hospital, New York, NY, United States; Department of Neurosurgery, NYU Langone Health, New York, NY, United States; Austin Spine Surgery, Austin, TX, United States; Atlantic Neurosurgical and Spine Specialists, Wilmington, NC, United States; Oklahoma Sports Science and Orthopaedics, Oklahoma City, OK, United States; Division of Spine Surgery, New England Baptist Hospital, Boston, MA, United States"
oblique lateral interbody fusion vs. minimally invasive transforaminal lumbar interbody fusion for lumbar spinal stenosis: a retrospective cohort study,2022,Frontiers in Medicine,lumbar spinal stenosis; Minimally Invasive Transforaminal Lumbar Interbody Fusion (MIS-TLIF); oblique lateral interbody fusion (OLIF); postoperative improvements; retrospective study,adult; Article; clinical evaluation; cohort analysis; controlled study; female; hospitalization; human; Japanese Orthopedic Association score; lumbar spinal stenosis; major clinical study; male; middle aged; minimally invasive surgery; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; posterior lumbar interbody fusion; postoperative complication; reoperation; retrospective study; Short Form 36; spine fusion; visual analog scale,"Department of Orthopaedics, Tangdu Hospital, Fourth Military Medical University, Xi'an, Shaanxi, China; School of Basic Medicine, Air Force Medical University, Xi'an, Shaanxi, China"
mri study to evaluate anatomic oblique lumbar interbody fusion corridor in indian population,2021,Journal of Minimally Invasive Spine Surgery and Technique,Anatomical corridor; Bare window; Oblique corridor; Oblique lumbar interbody fusion,,"Department of Spine Surgery, Chirayu Orthopedic Fracture and Spine Hospital, Ahmedabad, India; Department of Orthopaedic Surgery, Chirayu Orthopedic Fracture and Spine Hospital, Ahmedabad, India"
article clinical evaluation of microendoscopy-assisted oblique lateral interbody fusion,2021,Medicina (Lithuania),Extreme lateral interbody fusion (XLIF); Lumbar lateral interbody fusion (LLIF); Microendscope; Minimally invasive surgery; Oblique lateral interbody fusion (OLIF),adverse event; diagnostic imaging; human; lumbar vertebra; lumbosacral region; quality of life; retrospective study; spine fusion; surgery; treatment outcome; Humans; Lumbar Vertebrae; Lumbosacral Region; Quality of Life; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedics, Iwai Orthopaedic Medical Hospital, Edogawa City, Japan; Department of Neurosurgery, Iwai FESS Clinic, Edogawa City, Japan"
reoccurring discogenic low back pain (lbp) after discoblock treated by oblique lumbar interbody fusion (olif),2020,Journal of Orthopaedic Surgery and Research,Discoblock; Discogenic LBP; OLIF,adult; complication; female; human; intervertebral disk degeneration; low back pain; lumbar vertebra; male; middle aged; procedures; spine fusion; Adult; Female; Humans; Intervertebral Disc Degeneration; Low Back Pain; Lumbar Vertebrae; Male; Middle Aged; Spinal Fusion,"Department of Orthopaedics, Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China; Department of Orthopaedics, Haining County People's Hospital, China"
relation of lumbar sympathetic chain to the open corridor of retroperitoneal oblique approach to lumbar spine: an mri study,2019,European Spine Journal,Lumbar sympathetic chain; Magnetic Resonance Imaging; Minimally invasive surgical approach; Oblique corridor; Oblique lumbar interbody fusion,"adult; aorta; article; controlled study; female; human; intervertebral disk; lumbar spine; major clinical study; male; middle aged; nuclear magnetic resonance imaging; psoas muscle; surgical approach; sympathetic trunk; aged; biometry; diagnostic imaging; lumbar vertebra; minimally invasive surgery; procedures; retroperitoneum; spine fusion; surgery; very elderly; Adult; Aged; Aged, 80 and over; Aorta; Biometry; Female; Humans; Intervertebral Disc; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Middle Aged; Minimally Invasive Surgical Procedures; Psoas Muscles; Retroperitoneal Space; Spinal Fusion","Department of Orthopaedics, Naresuan University, Pitsanulok, Thailand; Department of Orthopaedics, Chulalongkorn University, Bangkok, Thailand; Department of Radiology, Chulalongkorn University, Bangkok, Thailand"
effect of cage in radiological differences between direct and oblique lateral interbody fusion techniques,2019,Journal of Korean Neurosurgical Society,Instrumentation; Lumbar vertebrae; Spinal fusion,article; controlled study; height; human; lumbar vertebra; major clinical study; radiological parameters; spine fusion; surgeon,"Department of Neurosurgery, College of Medicine, Seoul, South Korea"
comparison of pure lateral and oblique lateral inter-body fusion for treatment of lumbar degenerative disk disease: a multicentric cohort study,2018,European Spine Journal,Degenerative disc disease; LLIF; Lumbar fusion; Lumbar spine; OLIF,adult; aged; Article; clinical article; clinical outcome; Cobb angle; cohort analysis; dysesthesia; female; follow up; heart infarction; human; iliopsoas hematoma; intermethod comparison; intervertebral disk degeneration; lordosis; male; medical device complication; motor dysfunction; multicenter study (topic); nuclear magnetic resonance imaging; Oswestry Disability Index; patient safety; peritoneal disease; peroperative complication; postoperative period; priority journal; radiological parameters; Short Form 36; spine fusion; spine radiography; surgical approach; surgical risk; surgical technique; vein rupture; clinical trial; comparative study; lumbar vertebra; middle aged; multicenter study; procedures; statistics and numerical data; Adult; Aged; Cohort Studies; Female; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Male; Middle Aged; Spinal Fusion,"Department of Medico-Surgical Sciences and Biotechnologies, Sapienza Università di Roma, Rome, RM, Italy; Fondazione Don Carlo Gnocchi, Milan, MI, Italy; Department of Neuroscience, Sapienza Università di Roma, Rome, RM, Italy; Sapienza Università di Roma, Rome, RM, Italy; Fondazione Don Carlo Gnocchi, Milan, MI, Italy"
salvage strategy for failed spinal fusion surgery using lumbar lateral interbody fusion technique: a technical note,2018,Spine Surgery and Related Research,Cortical bone trajectory; Failed spinal fusion surgery; Minimally invasive surgery; Oblique lateral interbody fusion; Salvage surgery,,"Department of Orthopaedic Surgery, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Nippon Medical School Chiba Hokusoh Hospital, Inzai, Chiba, Japan; Department of Orthopaedic Surgery, Eastern Chiba Medical Center, Togane, Chiba, Japan; Department of Orthopaedic Surgery, Back Center Back Pain Spine Surgery, Melbourne, FL, United States; Department of Orthopaedic Surgery, St. Marianna University School of Medicine, Kawasaki, Kanagawa, Japan"
"perioperative complications in 155 patients who underwent oblique lateral interbody fusion surgery perspectives and indications from a retrospective, multicenter survey",2017,Spine,Complication; Direct lateral interbody fusion; Extreme lateral interbody fusion; Lower back pain; Lumbar lateral interbody fusion; Oblique lateral interbody fusion,"adolescent; adult; aged; artery injury; Article; cauda equina injury; discogenic pain; endplate fracture; female; human; intervertebral disk degeneration; kyphoscoliosis; laceration; low back pain; major clinical study; male; medical record review; multicenter study; muscle weakness; nerve root injury; neurologic disease; oblique lateral interbody fusion surgery; paresthesia; peritoneal disease; peritoneal laceration; peroperative complication; pleura disease; pleura laceration; postoperative complication; postoperative infection; priority journal; prosthesis failure; psoas muscle; reoperation; secondary analysis; spinal cord atrophy; spinal nerve injury; spine fusion; spine fusion implant; spondylolisthesis; surgical infection; surgical mortality; thigh; ureter injury; clinical trial; incidence; Intervertebral Disc Degeneration; Intraoperative Complications; lumbar vertebra; middle aged; Postoperative Complications; postoperative period; procedures; retrospective study; treatment outcome; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Female; Humans; Incidence; Low Back Pain; Lumbar Vertebrae; Male; Middle Aged; Postoperative Period; Reoperation; Retrospective Studies; Spinal Fusion; Treatment Outcome; Young Adult","Department of Orthopaedic Surgery, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Chiba Aoba Municipal Hospital, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Teikyo University Chiba Medical Center, Ichihara, Chiba, Japan; Department of Orthopaedic Surgery, Sanmu Medical Center, Naruto, Chiba, Japan; Department of Orthopaedic Surgery, Seirei Sakura Citizen Hospital, Sakura, Chiba, Japan; Department of Orthopaedic Surgery, Kashiwa Municipal Hospital, Kashiwa, Chiba, Japan; Department of Orthopaedic Surgery, Kimitsu Chuo Hospital, Kisarazu, Chiba, Japan; Department of Orthopaedic Surgery, Chiba Rosai Hospital, Ichihara, Chiba, Japan; Department of Orthopaedic Surgery, Asahi General Hospital, Asahi, Chiba, Japan; Department of Orthopaedic Surgery, National Hospital Organization Shimoshizu National Hospital, Yotsukaido, Chiba, Japan; Department of Orthopaedic Surgery, JCHO Chiba Hospital, Chiba, Chiba, Japan; Department of Bioenvironmental Medicine, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Back Center Back Pain Spine Surgery, Melbourne, FL, United States; Department of Orthopaedic Surgery, Eastern Chiba Medical Center, Togane, Chiba, Japan"
