Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
circumferential bone fusion in adult spinal deformity via combination of oblique lateral interbody fusion and grade 2 posterior column osteotomy,2023,Global Spine Journal,adult spinal deformity; anterior fusion; circumferential fusion; grade 2 posterior column osteotomy; oblique lateral interbody fusion; posterior fusion; pseudoarthrosis,polyetheretherketone; adult; aged; analgesia; Article; bone graft; Brantigan–Steffee–Fraser classification; clinical assessment; computer assisted tomography; female; fluoroscopy; follow up; human; iliac bone; iliac crest bone graft; interrater reliability; Lenke classification; lordosis; lumbar region; major clinical study; male; Oblique Lateral Interbody Fusion; orthopedic surgery; osteotomy; Posterior Column Osteotomy; posterolateral fusion; pseudarthrosis; quality of life; radiographic parameter; retrospective study; sagittal vertical axis; spine malformation; very elderly,"Fujita Health University School of Medicine, Toyoake, Aichi, Japan; Department of Orthopaedic Surgery, National Hospital Organization Murayama Medical Center, Musashimurayama, Tokyo, Japan; Department of Orthopaedic Surgery, Fujita Health University School of Medicine, Toyoake, Aichi, Japan"
"anterior-to-psoas approach measurements, feasibility, non-neurological structures at risk and influencing factors: a bilateral analysis from l1-l5 using computed tomography imaging",2023,Operative Neurosurgery,Computed tomography; Feasibility; Incision line; Interbody fusion; Oblique lateral interbody fusion,"adult; Article; body height; body mass; body weight; computer assisted tomography; controlled study; feasibility study; female; human; iliac crest; incision; kidney; liver; major clinical study; male; middle aged; psoas muscle; rib; risk factor; spine fusion; spleen; lumbar vertebra; nuclear magnetic resonance imaging; procedures; surgery; x-ray computed tomography; adenosine triphosphate; Adenosine Triphosphate; Feasibility Studies; Female; Humans; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Tomography, X-Ray Computed","Loma Linda University School of Medicine, Loma Linda, CA, United States; Twin Cities Spine Center, Minneapolis, MN, United States; University of California, Riverside, Riverside, CA, United States; Department of Radiology, Loma Linda University Health, Loma Linda, CA, United States; Department of Orthopaedic Surgery, Loma Linda University Health, Loma Linda, CA, United States; Division of Orthopaedic Surgery, VA Loma Linda Healthcare System, Loma Linda, CA, United States"
can oblique lateral interbody fusion (olif) create more lumbosacral lordosis in lumbar spine surgery than minimally invasive transforaminal interbody fusion (mis-tlif)?,2023,Frontiers in Surgery,lumbar degenerative disease; lumbosacral lordosis; MIS-TLIF; OLIF; OLIF standalone; posterior pedicle screw fixation,,"Department of Orthopaedic Surgery, Ningbo Medical Center Lihuili Hospital, Ningbo, Zhejiang, China; Department of Orthopaedic Surgery, Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China; Department of Orthopaedics and Traumatology, The University of Hong Kong, Hong Kong, Hong Kong"
comparative clinical analysis of oblique lateral interbody fusion at l5/s1 versus minimally invasive transforaminal interbody fusion (mis-tlif) for degenerative lumbosacral disorders,2023,Spine Surgery and Related Research,Lateral position surgery; Oblique lateral interbody fusion (OLIF); Spine,adult; Article; bleeding; clinical evaluation; controlled study; cortical bone; female; follow up; gait; human; hypesthesia; lordosis; low back pain; major clinical study; male; operation duration; posterior lumbar interbody fusion; pseudarthrosis; spondylolisthesis; stenosis; visual analog scale,"Department of Orthopaedic Surgery, Kansai Medical University Medical Center, Moriguchi, Osaka, Japan; Department of Orthopaedic Surgery, Kansai Medical University Hospital, Hirakata, Osaka, Japan"
stepwise reduction of bone mineral density increases the risk of cage subsidence in oblique lumbar interbody fusion patients biomechanically: an in-silico study,2022,BMC Musculoskeletal Disorders,Biomechanics; Bone mineral density; Cage subsidence; Finite element analysis; Oblique lumbar interbody fusion,Article; biomechanics; bone density; bone stress; bone structure; cage subsidence; computer model; finite element analysis; lumbar spine; nerve ending; oblique lumbar interbody fusion; osteoporosis; prognosis; risk assessment; simulation; spine disease; spine fusion; spine stabilization; weight bearing; adverse device effect; cadaver; diagnostic imaging; human; lumbar vertebra; pedicle screw; procedures; surgery; Biomechanical Phenomena; Bone Density; Cadaver; Humans; Lumbar Vertebrae; Osteoporosis; Pedicle Screws; Spinal Fusion,"Department of Orthopedic Surgery and Orthopedic Research Institute, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China; Department of Orthopaedics, Jiangsu Province Hospital of TCM, Nanjing, Jiangsu, China"
restoration and maintenance of segment lordosis in oblique lumbar interbody fusion,2022,BMC Musculoskeletal Disorders,Cage subsidence; Lumbar degenerative disease; Oblique lumbar interbody fusion; Segment lordosis angle,adult; Article; bone radiography; correlational study; female; follow up; human; incidence; lordosis; lumbar spine; major clinical study; male; middle aged; oblique lumbar interbody fusion; postoperative period; preoperative period; radiographic parameter; risk factor; spinal cord atrophy; spine fusion; adverse event; diagnostic imaging; lumbar vertebra; lumbosacral region; retrospective study; treatment outcome; Humans; Lordosis; Lumbar Vertebrae; Lumbosacral Region; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedics, Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China"
biomechanical effects of an oblique lumbar interbody fusion combined with posterior augmentation: a finite element analysis,2022,BMC Musculoskeletal Disorders,Biomechanical; Cortical screw and rod; Degenerative disc disease; Finite element analysis; Oblique lumbar interbody fusion; Posterior pedicle screw and rod,"Article; biomechanics; finite element analysis; human; human experiment; intramedullary nailing; lumbar spine; male; normal human; oblique lumbar interbody fusion; osteosynthesis; physiological stress; range of motion; spine fusion; joint characteristics and functions; lumbar vertebra; lumbosacral region; pedicle screw; surgery; Biomechanical Phenomena; Finite Element Analysis; Humans; Lumbar Vertebrae; Lumbosacral Region; Pedicle Screws; Range of Motion, Articular; Spinal Fusion","Department of Spinal Surgery, Southern Medical University, Guangzhou, Guangdong, China; Department of Orthopaedics, Zhuhai People's Hospital, Zhuhai, Guangdong, China; Department of Spinal Surgery, Peking University Shenzhen Hospital, Shenzhen, Guangdong, China"
extreme lateral interbody fusion (xlif) approach for l5-s1: preliminary experience,2022,Frontiers in Surgery,iliac crest; iliac vessels; L5-S1; lumbar plexus; surgical technique; XLIF,,"Nanfang Hospital, Southern Medical University, Guangzhou, Guangdong, China; Department of Orthopaedics, General Hospital of Southern Theatre Command of PLA, Guangzhou, Guangdong, China; Department of Orthopaedics, Foshan Hospital of Traditional Chinese Medicine, Foshan, Guangdong, China; Department of Orthopaedics, Guangzhou Medical University, Guangzhou, Guangdong, China"
c-arm-free simultaneous olif51 and percutaneous pedicle screw fixation in a single lateral position,2022,Journal of Visualized Experiments,,"computer assisted surgery; human; lumbar vertebra; pedicle screw; procedures; spine fusion; surgery; three-dimensional imaging; x-ray computed tomography; Humans; Imaging, Three-Dimensional; Lumbar Vertebrae; Pedicle Screws; Spinal Fusion; Surgery, Computer-Assisted; Tomography, X-Ray Computed","Department of Orthopaedic Surgery, Okayama Rosai Hospital, Okayama, Okayama, Japan"
anterior thigh pain following minimally invasive oblique lateral interbody fusion: multivariate analysis from a prospective case series,2022,CiOS Clinics in Orthopedic Surgery,Antepsoas; Anterior thigh pain; Genitofemoral nerve; Oblique lateral interbody fusion; Psoas major muscle,adult; aged; Article; case study; clinical outcome; cohort analysis; controlled study; disease association; female; human; intervertebral disk; leg pain; major clinical study; male; minimally invasive surgery; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; pain assessment; postoperative care; prevalence; prospective study; retrospective study; risk factor; spine fusion; surgical risk; visual analog scale; adverse event; multivariate analysis; pain; procedures; thigh; adenosine triphosphate; Adenosine Triphosphate; Aged; Female; Humans; Male; Multivariate Analysis; Pain; Prospective Studies; Spinal Fusion; Thigh,"Department of Orthopaedic Surgery, Seoul National University Hospital, Seoul, South Korea"
anterolateral retroperitoneal psoas-sparing lumbar interbody fusion outcomes,2022,Seminars in Spine Surgery,,aortic aneurysm; Article; blood vessel injury; clinical assessment; clinical outcome; human; hypogastric plexus; iliac vein; intervertebral disk; lumbosacral plexus; meta analysis; meta analysis (topic); neuromonitoring; obturator nerve; osteoporosis; outcome assessment; pain; paresthesia; peroperative complication; posterior lumbar interbody fusion; postoperative complication; psoas muscle; retroperitoneal fat; retroperitoneum; surgical approach; surgical technique; sympathetic trunk; systematic review; systematic review (topic); vertebra body; wound complication,"Columbia University Irving Medical Center, New York, NY, United States"
lateral interbody fusion for hyperlordosis and negative sagittal vertical axis because of accordion phenomenon: a case report,2022,JBJS Case Connector,accordion phenomenon; hyperlordosis; negative sagittal vertical axis; oblique lateral interbody fusion,celecoxib; iguratimod; parathyroid hormone[1-34]; prednisolone; accordion phenomenon; aged; Article; C7-CSVL; case report; clinical article; Cobb angle; computer assisted tomography; female; hip radiography; human; hyperlordosis; intervertebral disk degeneration; lordosis; low back pain; lumbar lordosis angle; minimally invasive surgery; nuclear magnetic resonance imaging; oblique lateral interbody fusion; osteoporosis; osteosclerosis; pedicle screw fixation; pelvic incidence; posterior spine fusion; radiographic parameter; rheumatoid arthritis; sagittal vertical axis; scoliosis; spine fusion; subchondral sclerosis; supine position; diagnostic imaging; lumbar vertebra; procedures; radiography; Aged; Female; Humans; Intervertebral Disc Degeneration; Lordosis; Lumbar Vertebrae; Radiography; Spinal Fusion,"Department of Orthopaedic Surgery, Japanese Red Cross Fukui Hospital, Fukui, Fukui, Japan; Department of Orthopaedic Surgery, Kurashiki Central Hospital, Kurashiki, Okayama, Japan; Department of Orthopaedic Surgery, Kyoto City Hospital, Kyoto, Kyoto, Japan"
biomechanical evaluation of an oblique lateral locking plate system for oblique lumbar interbody fusion: a finite element analysis,2022,World Neurosurgery,Biomechanical; Finite element analysis; Locking; Oblique lumbar interbody fusion; Reverse pedicle track screw; Supplemental fixation,"titanium; adult; Article; biomechanics; cadaver; computer aided design; computer assisted tomography; computer simulation; controlled study; finite element analysis; human; human experiment; image analysis; load carrying capacity; lumbar spine; male; mechanical stress; normal human; oblique lumbar interbody fusion; osteosynthesis; physiological stress; plate fixation; range of motion; rotation; spine fusion; surgical technique; diagnostic imaging; joint characteristics and functions; lumbar vertebra; pedicle screw; physiology; procedures; surgery; Biomechanical Phenomena; Finite Element Analysis; Humans; Lumbar Vertebrae; Male; Pedicle Screws; Range of Motion, Articular; Spinal Fusion","Department of Orthopaedics, Air Force Medical University, Xi'an, Shaanxi, China; 3D Printing Research Center, Air Force Medical University, Xi'an, Shaanxi, China; Department of Orthopaedics, 922nd Hospital of Joint Logistics Support Force, Hengyang, Hunan, China; Department of Nutrition, 922nd Hospital of Joint Logistics Support Force, Hengyang, Hunan, China"
c-arm free simultaneous olif51 and percutaneous pedicle screw fixation in a single lateral position: a technical note,2022,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management,C-arm free; Navigation; OLIF 51; Percutaneous pedicle screw; Single lateral position,aged; Article; bone density; case report; clinical article; clinical outcome; computer assisted tomography; dermatome; female; fluoroscopy; follow up; human; intermittent claudication; leg pain; low back pain; lumbar spine; lumbar spine fracture; minimally invasive surgery; muscle weakness; oblique lateral interbody fusion; operation duration; operative blood loss; osteoarthritis; osteoporosis; Oswestry Disability Index; patient positioning; physical examination; postoperative period; preoperative evaluation; skin incision; spinal cord decompression; spine fusion; spine radiography; spondylolisthesis; visual analog scale,"Department of Orthopaedic Surgery, Okayama Rosai Hospital, Okayama, Okayama, Japan; Department of Orthopaedic Surgery, Okayama University Hospital, Okayama, Okayama, Japan"
influence of vascular anatomy on the radiologic outcomes in oblique lateral interbody fusion at l5-s1,2022,Clinical Spine Surgery,fusion rate; left common iliac vein; oblique lateral interbody fusion at L5-S1; radiologic outcomes; vascular injury,adult; aged; anterior disk height; anterior spine fusion; Article; blood vessel injury; body mass; bone density; cage migration; cage position; cage subsidence; disk angle; female; follow up; human; iliac vein; left common iliac vein; lumbar spine; major clinical study; male; mobilization; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; perioperative complication; physical parameters; posterior disk height; preoperative evaluation; retrospective study; spine mobility; spondylolisthesis; treatment outcome; vertebral canal stenosis; visual analog scale; diagnostic imaging; lumbar vertebra; lumbosacral region; middle aged; procedures; spine fusion; surgery; Aged; Female; Humans; Lumbar Vertebrae; Lumbosacral Region; Magnetic Resonance Imaging; Male; Middle Aged; Retrospective Studies; Spinal Fusion,"Department of Orthopaedic Surgery, Ajou University School of Medicine, Suwon, Gyeonggi-do, South Korea"
clinical and radiologic comparison of anterior-posterior single-position lateral surgery versus mis-tlif for degenerative lumbar spondylolisthesis,2021,Journal of Orthopaedic Science,,C reactive protein; polyetheretherketone; aged; allograft; Article; body mass; case report; clinical evaluation; controlled study; cortical bone; degenerative spondyloilisthesis; female; follow up; human; intermethod comparison; intervertebral disk hernia; leg pain; low back pain; lumbar spine; major clinical study; male; mental health; minimally invasive surgery; minimally invasive transforaminal interbody fusion; multiple sclerosis; oblique lateral interbody fusion with posterior percutaneous screw fixation; operation duration; operative blood loss; paresthesia; pseudarthrosis; social life; spine fusion; spondylolisthesis; stenosis; visual analog scale; walking; diagnostic imaging; lumbar vertebra; retrospective study; treatment outcome; Humans; Lumbar Vertebrae; Minimally Invasive Surgical Procedures; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Treatment Outcome,"Department of Orthopaedic Surgery, Kansai Medical University Medical Center, Moriguchi, Osaka, Japan; Department of Orthopaedic Surgery, Kansai Medical University Hospital, Hirakata, Osaka, Japan; Department of Orthopaedic Surgery, Graduate School of Medicine, Sapporo, Hokkaido, Japan"
single-level controlled comparison of olif51 and percutaneous screw in lateral position versus mis-tlif for lumbosacral degenerative disorders: clinical and radiologic study,2021,Journal of Orthopaedic Science,,"adult; aged; Article; controlled study; cortical bone; degenerative disease; female; human; intermethod comparison; lumbosacral region; major clinical study; male; minimally invasive surgery; musculoskeletal disease assessment; oblique lateral interbody fusion; operation duration; operative blood loss; posterior lumbar interbody fusion; postoperative complication; pseudarthrosis; spine fusion; spondylolisthesis; vertebral canal stenosis; visual analog scale; adolescent; bone screw; child; diagnostic imaging; lumbar vertebra; middle aged; treatment outcome; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Bone Screws; Child; Humans; Lumbar Vertebrae; Middle Aged; Minimally Invasive Surgical Procedures; Spinal Fusion; Spondylolisthesis; Treatment Outcome; Young Adult","Department of Orthopaedic Surgery, Kansai Medical University Medical Center, Moriguchi, Osaka, Japan; Department of Orthopaedic Surgery, Kansai Medical University Hospital, Hirakata, Osaka, Japan"
