Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
efficacy of olif combined with pedicle screw internal fixation for lumbar spinal stenosis on spinal canal changes before and after surgery,2023,Journal of Orthopaedic Surgery and Research,Disc height; Lumbar spinal stenosis; Oblique lumbar interbody fusion; Spinal canal cross-sectional area,animal; diagnostic imaging; human; lordosis; retrospective study; vertebral canal; vertebral canal stenosis; Animals; Humans; Lordosis; Pedicle Screws; Retrospective Studies; Spinal Canal; Spinal Stenosis,"Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
circumferential approach via dynamic position in olif combined with freehand screw pedicle fixation for lumbar tuberculosis requiring multilevel instrumentation: a 3-year retrospective study,2023,Journal of Orthopaedic Surgery and Research,Dynamical position; Freehand pedicle screw fixation; Lumbar tuberculosis; Oblique lateral interbody fusion; Radiation exposure,C reactive protein; erythrocyte sedimentation rate; human; retrospective study; surgical margin; tuberculosis; Blood Sedimentation; Bone Screws; C-Reactive Protein; Humans; Margins of Excision; Retrospective Studies; Tuberculosis,"Department of Orthopaedics, Chongqing Medical University, Chongqing, Chongqing, China"
intraoperative ultrasound guidance assisted oblique lateral interbody fusion for lumbar spinal stenosis,2023,Medical Hypotheses,Intraoperative ultrasound guidance; Lumbar spinal stenosis; Oblique lateral interbody fusion,Article; clinical outcome; human; intraoperative period; lumbar spinal stenosis; muscle injury,"Department of Orthopedic Spine Surgery, Kunming Medical University, Kunming, Yunnan, China; Department of Orthopaedics, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China"
implications of cage impactions in single-level olif treatment of degenerative spondylolisthesis,2023,Orthopaedics and Traumatology: Surgery and Research,Cage impactions; Cage position; Interbody cage; OLIF,adult; Article; cage impaction; clinical effectiveness; clinical feature; female; follow up; human; intraoperative period; lordosis; major clinical study; male; medical device complication; middle aged; oblique lumbar interbody fusion; Oswestry Disability Index; postmenopause; postoperative period; prospective study; retrospective study; risk factor; spine fusion; spine radiography; spondylolisthesis; visual analog scale; walking distance; cohort analysis; diagnostic imaging; lumbar vertebra; procedures; treatment outcome; Cohort Studies; Female; Humans; Lumbar Vertebrae; Male; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Treatment Outcome,"Centre Orthopédique Santy, Lyon, France; Ramsay Générale de Santé, Lyon, France; Department of Orthopaedics, CHU Rouen Normandie, Rouen, Normandie, France"
single-position oblique lumbar interbody fusion and percutaneous pedicle screw fixation under o-arm navigation: a retrospective comparative study,2023,Journal of Clinical Medicine,C-arm; minimally invasive surgery; O-arm navigation; oblique lateral lumbar interbody fusion; spinal fusion,adult; Article; clinical article; clinical outcome; Cobb angle; comparative study; controlled study; degenerative disease; female; human; hypesthesia; male; middle aged; minimally invasive surgery; Oswestry Disability Index; outcome assessment; posterior lumbar interbody fusion; postoperative complication; radicular pain; radiological parameters; retrospective study; Short Form 36; spine fusion; spine stabilization; surgical infection; visual analog scale,"Department of Neurosurgery, Daejin Medical Center, Seongnam, Gyeonggi-do, South Korea; Department of Neurosurgery, Kwandong University, College of Medicine, Gangneung, Gangwon-do, South Korea; Department of Neurosurgery, Severance Hospital, Seoul, South Korea"
"anterior column reconstruction of the lumbar spine in the lateral decubitus position: anatomical and patient-related considerations for alif, anterior-to-psoas, and transpsoas llif approaches",2022,European Spine Journal,Anterior to psoas (ATP)/OLIF; Circumferential fusion; Lateral ALIF; Minimally invasive spine surgery; Single-position lumbar fusion; Transpsoas/XLIF,anatomy and histology; diagnostic imaging; human; lumbar vertebra; lumbosacral region; procedures; reconstructive surgery; spine fusion; surgery; treatment outcome; Humans; Lumbar Vertebrae; Lumbosacral Region; Reconstructive Surgical Procedures; Spinal Fusion; Treatment Outcome,"NYU Langone Orthopedic Hospital, New York, NY, United States; Department of Neurosurgery, NYU Langone Health, New York, NY, United States; Austin Spine Surgery, Austin, TX, United States; Atlantic Neurosurgical and Spine Specialists, Wilmington, NC, United States; Oklahoma Sports Science and Orthopaedics, Oklahoma City, OK, United States; Division of Spine Surgery, New England Baptist Hospital, Boston, MA, United States"
oblique lateral interbody fusion vs. minimally invasive transforaminal lumbar interbody fusion for lumbar spinal stenosis: a retrospective cohort study,2022,Frontiers in Medicine,lumbar spinal stenosis; Minimally Invasive Transforaminal Lumbar Interbody Fusion (MIS-TLIF); oblique lateral interbody fusion (OLIF); postoperative improvements; retrospective study,adult; Article; clinical evaluation; cohort analysis; controlled study; female; hospitalization; human; Japanese Orthopedic Association score; lumbar spinal stenosis; major clinical study; male; middle aged; minimally invasive surgery; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; posterior lumbar interbody fusion; postoperative complication; reoperation; retrospective study; Short Form 36; spine fusion; visual analog scale,"Department of Orthopaedics, Tangdu Hospital, Fourth Military Medical University, Xi'an, Shaanxi, China; School of Basic Medicine, Air Force Medical University, Xi'an, Shaanxi, China"
treatment of one-level degenerative lumbar spondylolisthesis with severe stenosis by oblique lateral interbody fusion: clinical and radiological results after a minimal 1-year follow-up,2021,Interdisciplinary Neurosurgery: Advanced Techniques and Case Management,Degenerative spondylolisthesis; Interbody cage; Oblique lateral interbody fusion; Posterior arthrodesis; Severe stenosis,antibiotic agent; adult; aged; allograft; antibiotic therapy; Article; autograft; body mass; bone graft; clinical evaluation; clinical outcome; cohort analysis; current smoker; degenerative lumbar spondylolisthesis; diabetes mellitus; disease severity; female; follow up; hematoma; human; infection; length of stay; lordosis; major clinical study; male; obesity; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; postoperative period; preoperative period; radicular pain; retrospective study; Short Form 12; smoking; spine fusion; spondylolisthesis; stereoradiography; surgical debridement; vertebral body fracture; vertebral pedicle fracture; visual analog scale; walking distance,"Fédération Internationale de Football Association, Zurich, ZH, Switzerland; Department of Orthopaedic Surgery, CHU Rouen Normandie, Rouen, Normandie, France"
comparison of simultaneous single-position oblique lumbar interbody fusion and percutaneous pedicle screw fixation with posterior lumbar interbody fusion using o-arm navigated technique for lumbar degenerative diseases,2021,Journal of Clinical Medicine,Indirect decompression; O-arm navigation; Simultaneous single-position oblique lateral interbody fusion,adult; Article; clinical evaluation; clinical outcome; controlled study; female; follow up; human; intermethod comparison; major clinical study; male; operation duration; operative blood loss; posterior lumbar interbody fusion; radiography; retrospective study; single position oblique lateral interbody fusion; spinal cord atrophy; spine stabilization; surgical technique,"Department of Orthopaedic Surgery, Okayama Rosai Hospital, Okayama, Okayama, Japan; Department of Spinal Surgery, Weifang Traditional Chinese Medicine Hospital, Weifang, Shandong, China; Department of Orthopaedic Surgery, Kobe Red Cross Hospital, Hyogo, Japan"
mri study to evaluate anatomic oblique lumbar interbody fusion corridor in indian population,2021,Journal of Minimally Invasive Spine Surgery and Technique,Anatomical corridor; Bare window; Oblique corridor; Oblique lumbar interbody fusion,,"Department of Spine Surgery, Chirayu Orthopedic Fracture and Spine Hospital, Ahmedabad, India; Department of Orthopaedic Surgery, Chirayu Orthopedic Fracture and Spine Hospital, Ahmedabad, India"
article clinical evaluation of microendoscopy-assisted oblique lateral interbody fusion,2021,Medicina (Lithuania),Extreme lateral interbody fusion (XLIF); Lumbar lateral interbody fusion (LLIF); Microendscope; Minimally invasive surgery; Oblique lateral interbody fusion (OLIF),adverse event; diagnostic imaging; human; lumbar vertebra; lumbosacral region; quality of life; retrospective study; spine fusion; surgery; treatment outcome; Humans; Lumbar Vertebrae; Lumbosacral Region; Quality of Life; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedics, Iwai Orthopaedic Medical Hospital, Edogawa City, Japan; Department of Neurosurgery, Iwai FESS Clinic, Edogawa City, Japan"
biomechanical evaluation of transforaminal lumbar interbody fusion and oblique lumbar interbody fusion on the adjacent segment: a finite element analysis,2019,World Neurosurgery,Adjacent segment degeneration; Finite element analysis; Oblique lumbar interbody fusion; Transforaminal lumbar interbody fusion,"adult; annulus fibrosus; Article; biomechanics; bone microarchitecture; bone radiography; computer assisted tomography; cortical bone; digital imaging; finite element analysis; human; human experiment; ligamentum flavum; lumbar interbody fusion; lumbar spine; male; motor end plate; normal human; nucleus pulposus; oblique lateral interbody fusion; posterior longitudinal ligament; range of motion; simulation; spine fusion; spine surgery; torsion; trabecular bone; transforaminal lumbar interbody; anatomic model; bone screw; diagnostic imaging; joint characteristics and functions; lumbar vertebra; physiology; procedures; surgery; x-ray computed tomography; Adult; Biomechanical Phenomena; Bone Screws; Finite Element Analysis; Humans; Lumbar Vertebrae; Male; Models, Anatomic; Range of Motion, Articular; Spinal Fusion; Tomography, X-Ray Computed","Department of Orthopaedics, Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China; Valeo, Paris, Ile-de-France, France"
"perioperative complications in 155 patients who underwent oblique lateral interbody fusion surgery perspectives and indications from a retrospective, multicenter survey",2017,Spine,Complication; Direct lateral interbody fusion; Extreme lateral interbody fusion; Lower back pain; Lumbar lateral interbody fusion; Oblique lateral interbody fusion,"adolescent; adult; aged; artery injury; Article; cauda equina injury; discogenic pain; endplate fracture; female; human; intervertebral disk degeneration; kyphoscoliosis; laceration; low back pain; major clinical study; male; medical record review; multicenter study; muscle weakness; nerve root injury; neurologic disease; oblique lateral interbody fusion surgery; paresthesia; peritoneal disease; peritoneal laceration; peroperative complication; pleura disease; pleura laceration; postoperative complication; postoperative infection; priority journal; prosthesis failure; psoas muscle; reoperation; secondary analysis; spinal cord atrophy; spinal nerve injury; spine fusion; spine fusion implant; spondylolisthesis; surgical infection; surgical mortality; thigh; ureter injury; clinical trial; incidence; Intervertebral Disc Degeneration; Intraoperative Complications; lumbar vertebra; middle aged; Postoperative Complications; postoperative period; procedures; retrospective study; treatment outcome; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Female; Humans; Incidence; Low Back Pain; Lumbar Vertebrae; Male; Middle Aged; Postoperative Period; Reoperation; Retrospective Studies; Spinal Fusion; Treatment Outcome; Young Adult","Department of Orthopaedic Surgery, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Chiba Aoba Municipal Hospital, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Teikyo University Chiba Medical Center, Ichihara, Chiba, Japan; Department of Orthopaedic Surgery, Sanmu Medical Center, Naruto, Chiba, Japan; Department of Orthopaedic Surgery, Seirei Sakura Citizen Hospital, Sakura, Chiba, Japan; Department of Orthopaedic Surgery, Kashiwa Municipal Hospital, Kashiwa, Chiba, Japan; Department of Orthopaedic Surgery, Kimitsu Chuo Hospital, Kisarazu, Chiba, Japan; Department of Orthopaedic Surgery, Chiba Rosai Hospital, Ichihara, Chiba, Japan; Department of Orthopaedic Surgery, Asahi General Hospital, Asahi, Chiba, Japan; Department of Orthopaedic Surgery, National Hospital Organization Shimoshizu National Hospital, Yotsukaido, Chiba, Japan; Department of Orthopaedic Surgery, JCHO Chiba Hospital, Chiba, Chiba, Japan; Department of Bioenvironmental Medicine, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Back Center Back Pain Spine Surgery, Melbourne, FL, United States; Department of Orthopaedic Surgery, Eastern Chiba Medical Center, Togane, Chiba, Japan"
