Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
psoas major swelling grade affects the clinical outcomes after olif: a retrospective study of 89 patients,2023,Orthopaedic Surgery,Minimally Invasive Fusion; Oblique Lumbar Interbody Fusion; Psoas Major; Psoas Major Swelling Grade,adult; Article; bleeding; clinical outcome; controlled study; disease assessment; female; follow up; human; major clinical study; male; middle aged; nuclear magnetic resonance imaging; Oswestry Disability Index; paresthesia; postoperative complication; postoperative pain; postoperative swelling; prognosis; retrospective study; spine fusion; visual analog scale; weakness; lumbar vertebra; lumbosacral region; pain; procedures; surgery; treatment outcome; Female; Humans; Lumbar Vertebrae; Lumbosacral Region; Pain; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Department of Surgery, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
subsidence of interbody cage following oblique lateral interbody fusion: an analysis and potential risk factors,2023,Global Spine Journal,interbody cage; lumbar degenerative disease; oblique lateral interbody fusion; polyetheretherketone cage subsidence; risk factors,corticosteroid; polyetheretherketone; adult; algorithm; Article; body mass; bone density; cohort analysis; computer assisted tomography; degenerative disease; dual energy X ray absorptiometry; female; human; incidence; leg pain; logistic regression analysis; lordosis; low back pain; male; middle aged; nuclear magnetic resonance imaging; Oswestry Disability Index; pelvic incidence; pelvic tilt; posterior lumbar interbody fusion; retrospective study; risk factor; sacral slope; sagittal vertical axis; scoliosis; smoking; spondylolisthesis; visual analog scale,"Department of Orthopaedics, Queen Savang Vadhana Memorial Hospital, Si Racha, Chonburi, Thailand; Department of Orthopaedics, The First Affiliated Hospital of Xiamen University, Xiamen, Fujian, China; Department of Orthopaedics, Naresuan University, Pitsanulok, Thailand; Department of Orthopaedics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Center of Excellence in Biomechanics and Innovative Spine Surgery, Chulalongkorn University, Bangkok, Thailand; Department of Neurosurgery, The Catholic University of Korea Seoul St. Mary's Hospital, Seoul, South Korea"
contralateral lower limb radiculopathy by extraforaminal disc herniation following oblique lumbar interbody fusion in degenerative lumbar disorder: illustrative cases,2023,Journal of Neurosurgery: Case Lessons,contralateral radiculopathy; extraforaminal disc herniation; oblique lumbar interbody fusion; surgical complication,,"Hachioji Mental Clinic, Hachioji, Japan; Department of Orthopaedic Surgery, Anan Medical Center, Anan, Japan"
biomechanical stability of oblique lateral interbody fusion combined with four types of internal fixations: finite element analysis,2023,Frontiers in Bioengineering and Biotechnology,biosolid mechanics; CAGE; finite element analysis; internal fixation; OLIF,Biomechanics; Screws; Stability; Stress concentration; Biomechanical stability; Biosolid mechanic; CAGE; Finite element analyse; Finite element modelling (FEM); Internal fixation; Lumbar interbody fusion; Oblique lateral lumbar interbody fusion; Pedicle screws; Range-of-motion; Finite element method,"Department of Spine Surgery, Dalian Central Hospital, Dalian, Liaoning, China; Department of Engineering Mechanics, Dalian University of Technology, Dalian, Liaoning, China"
correcting intervertebral rotation and scoliosis simultaneously by oblique lumbar interbody fusion: a 3d analysis of eos images,2023,Frontiers in Surgery,3D analysis; adult degenerative scoliosis; EOS imaging system; intervertebral motion; oblique lateral interbody fusion,,"Department of Spine Surgery, Beijing Jishuitan Hospital, Beijing, China"
comparison of oblique lateral lumbar interbody fusion and transforaminal lumbar interbody fusion in the treatment of degenerative lumbar diseases: a protocol for systematic review and meta-analysis,2022,Medicine (United States),degenerative lumbar diseases; meta-analysis; OLIF; TLIF,Article; clinical outcome; Cochrane Library; comparative effectiveness; comparative study; data base; degenerative disease; degenerative lumbar disease; Embase; human; lumbar spine; Medline; meta analysis; oblique lateral lumbar interbody fusion; posterior lumbar interbody fusion; posterior spine fusion; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; randomized controlled trial (topic); study design; systematic review; WanFang Database; Web of Science; aged; intervertebral disk degeneration; lumbar vertebra; meta analysis (topic); procedures; spine fusion; treatment outcome; Aged; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Meta-Analysis as Topic; Spinal Fusion; Systematic Reviews as Topic; Treatment Outcome,"Division of Spinal Surgery, The First Affiliated Hospital of Guangxi Medical University, Nanning, Guangxi, China"
comparison of the clinical efficacy of two fixation methods combined with olif in the treatment of lumbar spondylolisthesis in adult patients,2022,Journal of Orthopaedic Surgery and Research,Anterior approach; OLIF; Percutaneous pedicle screw; Single rod-screw,"adult; case control study; diagnostic imaging; female; human; lumbar vertebra; male; middle aged; pedicle screw; procedures; retrospective study; spine fusion; spondylolisthesis; treatment outcome; x-ray computed tomography; Adult; Case-Control Studies; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Pedicle Screws; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Tomography, X-Ray Computed; Treatment Outcome","Department of Spine Surgery, Xi'an Honghui Hospital, Xi'an, Shaanxi, China"
anterior thigh pain following minimally invasive oblique lateral interbody fusion: multivariate analysis from a prospective case series,2022,CiOS Clinics in Orthopedic Surgery,Antepsoas; Anterior thigh pain; Genitofemoral nerve; Oblique lateral interbody fusion; Psoas major muscle,adult; aged; Article; case study; clinical outcome; cohort analysis; controlled study; disease association; female; human; intervertebral disk; leg pain; major clinical study; male; minimally invasive surgery; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; pain assessment; postoperative care; prevalence; prospective study; retrospective study; risk factor; spine fusion; surgical risk; visual analog scale; adverse event; multivariate analysis; pain; procedures; thigh; adenosine triphosphate; Adenosine Triphosphate; Aged; Female; Humans; Male; Multivariate Analysis; Pain; Prospective Studies; Spinal Fusion; Thigh,"Department of Orthopaedic Surgery, Seoul National University Hospital, Seoul, South Korea"
biomechanical evaluation of an oblique lateral locking plate system for oblique lumbar interbody fusion: a finite element analysis,2022,World Neurosurgery,Biomechanical; Finite element analysis; Locking; Oblique lumbar interbody fusion; Reverse pedicle track screw; Supplemental fixation,"titanium; adult; Article; biomechanics; cadaver; computer aided design; computer assisted tomography; computer simulation; controlled study; finite element analysis; human; human experiment; image analysis; load carrying capacity; lumbar spine; male; mechanical stress; normal human; oblique lumbar interbody fusion; osteosynthesis; physiological stress; plate fixation; range of motion; rotation; spine fusion; surgical technique; diagnostic imaging; joint characteristics and functions; lumbar vertebra; pedicle screw; physiology; procedures; surgery; Biomechanical Phenomena; Finite Element Analysis; Humans; Lumbar Vertebrae; Male; Pedicle Screws; Range of Motion, Articular; Spinal Fusion","Department of Orthopaedics, Air Force Medical University, Xi'an, Shaanxi, China; 3D Printing Research Center, Air Force Medical University, Xi'an, Shaanxi, China; Department of Orthopaedics, 922nd Hospital of Joint Logistics Support Force, Hengyang, Hunan, China; Department of Nutrition, 922nd Hospital of Joint Logistics Support Force, Hengyang, Hunan, China"
meta-analysis of the clinical efficacy and safety of oblique lateral interbody fusion and transforaminal interbody fusion in the treatment of degenerative lumbar spondylolisthesis,2022,EFORT Open Reviews,Degenerative lumbar spondylolisthesis; Meta-analysis; Oblique lateral interbody fusion; Transforaminal lumbar interbody fusion,adult; aged; Article; female; human; lordosis; lumbar spine; male; meta analysis; middle aged; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; postoperative complication; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; randomized controlled trial (topic); software; spine fusion; spondylolisthesis; statistical analysis; statistically significant result; systematic review; transforaminal interbody fusion; vertebral height; visual analog scale,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Division of Spine Center, Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China"
comparison of outcomes between robot-assisted minimally invasive transforaminal lumbar interbody fusion and oblique lumbar interbody fusion in single-level lumbar spondylolisthesis,2021,Orthopaedic Surgery,Minimally invasive; Mis-TLIF; OLIF; Robot; Spondylolisthesis,antibiotic agent; nonsteroid antiinflammatory agent; adult; Article; backache; bone transplantation; clinical assessment; clinical effectiveness; clinical evaluation; clinical outcome; conservative treatment; controlled study; debridement; discectomy; facetectomy; female; follow up; functional status; general anesthesia; hospitalization; human; intermethod comparison; leg pain; length of stay; limb weakness; liquorrhea; lumbar spondylolisthesis; major clinical study; male; middle aged; minimally invasive surgery; oblique lumbar interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; outcome assessment; paresthesia; patient information; patient safety; patient satisfaction; posterior lumbar interbody fusion; postoperative care; postoperative complication; prone position; retrospective study; robot assisted surgery; spine radiography; spondylolisthesis; surgical infection; surgical technique; treatment indication; visual analog scale,"Department of Spine Surgery, Beijing Jishuitan Hospital, Beijing, China; Beijing Key Laboratory of Robotic Orthopaedics, Beijing, Beijing, China; Kunshan Hospital of Traditional Chinese Medicine, Kunshan, Jiangsu, China"
relation of lumbar sympathetic chain to the open corridor of retroperitoneal oblique approach to lumbar spine: an mri study,2019,European Spine Journal,Lumbar sympathetic chain; Magnetic Resonance Imaging; Minimally invasive surgical approach; Oblique corridor; Oblique lumbar interbody fusion,"adult; aorta; article; controlled study; female; human; intervertebral disk; lumbar spine; major clinical study; male; middle aged; nuclear magnetic resonance imaging; psoas muscle; surgical approach; sympathetic trunk; aged; biometry; diagnostic imaging; lumbar vertebra; minimally invasive surgery; procedures; retroperitoneum; spine fusion; surgery; very elderly; Adult; Aged; Aged, 80 and over; Aorta; Biometry; Female; Humans; Intervertebral Disc; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Middle Aged; Minimally Invasive Surgical Procedures; Psoas Muscles; Retroperitoneal Space; Spinal Fusion","Department of Orthopaedics, Naresuan University, Pitsanulok, Thailand; Department of Orthopaedics, Chulalongkorn University, Bangkok, Thailand; Department of Radiology, Chulalongkorn University, Bangkok, Thailand"
effect of cage in radiological differences between direct and oblique lateral interbody fusion techniques,2019,Journal of Korean Neurosurgical Society,Instrumentation; Lumbar vertebrae; Spinal fusion,article; controlled study; height; human; lumbar vertebra; major clinical study; radiological parameters; spine fusion; surgeon,"Department of Neurosurgery, College of Medicine, Seoul, South Korea"
salvage strategy for failed spinal fusion surgery using lumbar lateral interbody fusion technique: a technical note,2018,Spine Surgery and Related Research,Cortical bone trajectory; Failed spinal fusion surgery; Minimally invasive surgery; Oblique lateral interbody fusion; Salvage surgery,,"Department of Orthopaedic Surgery, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Nippon Medical School Chiba Hokusoh Hospital, Inzai, Chiba, Japan; Department of Orthopaedic Surgery, Eastern Chiba Medical Center, Togane, Chiba, Japan; Department of Orthopaedic Surgery, Back Center Back Pain Spine Surgery, Melbourne, FL, United States; Department of Orthopaedic Surgery, St. Marianna University School of Medicine, Kawasaki, Kanagawa, Japan"
