Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
comparative effectiveness of lumbar interbody fusion techniques in adult scoliosis: a systematic review and meta-analysis of postoperative alignment and disability outcomes,2025,Journal of Spine Surgery,Adult scoliosis; lateral lumbar interbody fusion (LLIF); lumbar interbody fusion (LIF); minimally invasive surgery; spinal deformity correction,,"Department of Anatomy, Kirksville College of Osteopathic Medicine, Kirksville, MO, United States; Department of Medical Education, Keck School of Medicine of USC, Los Angeles, CA, United States; Department of Neurological Surgery, Weill Cornell Medicine, New York, NY, United States; Harvard Medical School, Boston, MA, United States; Department of Orthopaedic Surgery, The Jersey City Medical Center, Jersey City, NJ, United States"
effect of different minimally invasive posterior stabilization techniques after direct lateral interbody fusion with long-term clinical and radiological outcomes in railway workers: a retrospective single-center study,2025,Global Spine Journal,degenerative disk disease; direct lumbar interbody fusion; facet joint fixation; lumbar spine; MISS; pedicle screw fixation; return to work; workload intensity,adult; Article; backache; bleeding; body mass; clinical outcome; computer assisted tomography; electromyography; female; fluoroscopy; follow up; functional status; human; intervertebral disk degeneration; leg pain; lumbar interbody fusion; lumbar lordosis angle; major clinical study; male; middle aged; minimally invasive procedure; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; Oswestry Disability Index; percutaneous facet joint fixation; posterior stabilization; postoperative complication; railway employee; retrospective study; return to work; Short Form 36; surgical technique; T2 weighted imaging; visual analog scale; workload intensity; X ray,"Department of Neurosurgery, Irkutsk State Medical University, Irkutsk, Irkutsk Oblast, Russian Federation; Department of Neurosurgery, Railway Clinical Hospital, Irkutsk, Russian Federation; Department of Traumatology, Irkutsk State Medical University, Irkutsk, Irkutsk Oblast, Russian Federation; Department of Neurosurgery, Kazakh Russian Medical University, Almaty, Kazakhstan; Ministry of Health Uzbekistan, Tashkent, Uzbekistan; Department of Neurosurgery, Asfendiyarov Kazakh National Medical University, Almaty, Kazakhstan; Department of Neurological Surgery, Weill Cornell Medicine, New York, NY, United States; Department of Orthopaedic Surgery, Columbia University, New York, NY, United States"
early radiological adjacent segment changes following l4/5 fusion: a retrospective comparative study of oblique lateral interbody fusion and minimally invasive transforaminal lumbar interbody fusion,2025,PeerJ,Adjacent segment disease; Minimally invasive transforaminal lumbar interbody fusion; Oblique lateral interbody fusion; Radiological changes,adjacent segment disease; adult; Article; body mass; clinical assessment; clinical outcome; cohort analysis; comparative study; demographics; discectomy; female; fluoroscopy; follow up; human; intervertebral disk; intervertebral disk degeneration; ligamentum flavum; lordosis; low back pain; lumbar disk degeneration; lumbar spine; major clinical study; male; middle aged; minimally invasive surgery; multiple linear regression analysis; nuclear magnetic resonance imaging; oblique lateral interbody fusion; observational study; Oswestry Disability Index; outcome assessment; posterior lumbar interbody fusion; postoperative care; radiology; retrospective study; skin decontamination; supine position; surgical technique; T2 weighted imaging; visual analog scale,"Department of Spinal Surgery, Qingdao Municipal Hospital, Qingdao, Shandong, China; Third Department of Orthopedics, Harbin Medical University, Harbin, Heilongjiang, China; Department of Spinal Surgery, Qingdao University, Qingdao, Shandong, China"
ligamentotaxis effect of lateral lumber interbody fusion and cage subsidence,2025,Journal of Clinical Medicine,cage subsidence; indirect decompression; ligamentotaxis; LLIF; OLIF,adult; aged; Article; controlled study; female; fluoroscopy; height; hospitalization; human; iliopsoas muscle; intervertebral disk hernia; Japanese Orthopedic Association score; length of stay; lumbar interbody fusion; lumbar plexus; major clinical study; male; preoperative evaluation; retrospective study; spondylolisthesis,"Department of Neurosurgery, Honjo Neurosurgery and Spine Surgery Clinic, Saitama, Saitama, Japan"
multilevel oblique lumbar interbody fusion in degenerative lumbar disc disease with instability,2025,Journal of Visualized Experiments,,,"Department of Orthopaedic Surgery, Tan Tock Seng Hospital, Singapore City, Singapore; NUS Yong Loo Lin School of Medicine, Singapore City, Singapore; Lee Kong Chian School of Medicine, Singapore City, Singapore"
"robot-assisted lumbar fixation in single lateral position: olif l4–5, alif l5–s1, and l4–s1 percutaneous pedicle screws",2025,Neurosurgical Focus: Video,interbody fusion; minimally invasive spine surgery; robotic spine surgery; single lateral position,,"Department of Neurosurgery, Hospital Universitario La Paz, Madrid, Madrid, Spain"
educational value of a high-definition three-dimensional extracorporeal telescope (exoscope) in lateral access spine surgery,2025,Journal of Spine Surgery,education; exoscope; lateral; lateral lumbar interbody fusion (LLIF); oblique lateral interbody fusion (OLIF); Spine,,"Department of Orthopaedic Surgery, Changi General Hospital, Singapore City, Singapore; National Neuroscience Institute of Singapore, Singapore City, Singapore; Changi General Hospital, Singapore City, Singapore"
full-endoscopic decompression combined with oblique lumbar interbody fusion for treating lumbar spinal stenosis with prolapsed nucleus pulposus,2025,Journal of Visualized Experiments,,,"Department of Orthopaedics, Hebei General Hospital, Shijiazhuang, Hebei, China"
comparison of the outcomes of endoscopic posterolateral interbody fusion and lateral interbody fusion in the treatment of lumbar degenerative disease: a systematic review and network meta-analysis,2025,Orthopaedic Surgery,endoscopic lumbar interbody fusion; lateral lumbar interbody fusion; lumbar degenerative disease; network meta-analysis; oblique lumbar interbody fusion,"A Measurement Tool to Assess Systematic Reviews; clinical outcome; comparative study; degenerative disease; follow up; hospitalization; human; lumbar interbody fusion; meta analysis; network meta-analysis; oblique lateral interbody fusion; operation duration; Oswestry Disability Index; posterior lumbar interbody fusion; posterolateral fusion; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; retroperitoneum; Review; risk assessment; surgical technique; systematic review; visual analog scale; decompression surgery; endoscopy; intervertebral disk degeneration; lumbar vertebra; network meta analysis (topic); procedures; spine fusion; surgery; treatment outcome; Decompression, Surgical; Endoscopy; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Network Meta-Analysis as Topic; Spinal Fusion; Treatment Outcome","Department of Orthopaedics, Shanxi Medical University, Taiyuan, Shanxi, China; Johns Hopkins Department of Biomedical Engineering, Baltimore, MD, United States; Department of Endocrine, Shanxi Medical University, Taiyuan, Shanxi, China; Department of General Medicine, Gannan Medical College, Ganzhou, Jiangxi, China"
radiological outcomes and approach-related complications in oblique lateral interbody fusion at the upper lumbar level,2025,Journal of Clinical Medicine,approach-related complication; oblique lateral interbody fusion; radiologic outcome; upper lumbar spine,analgesic agent; anesthetic agent; polyetheretherketone; aged; artery injury; Article; body mass; bone density; bone graft; clinical outcome; comparative study; computer assisted tomography; demographics; descriptive research; discectomy; epidural drug administration; feasibility study; female; follow up; general anesthesia; hernia; human; intervertebral disk degeneration; laceration; laminectomy; lumbar lordosis angle; lumbar spine; major clinical study; male; minimally invasive procedure; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; operative blood loss; pain; patient safety; peritoneal disease; peritoneal laceration; physiotherapy; pleura disease; pleural laceration; pneumothorax; postoperative complication; prone position; pseudohernia; radiological parameters; retroperitoneum; retrospective study; sagittal Cobb angle; sex ratio; spine radiography; spondylolisthesis; surgical technique; thorax radiography; vertebral canal stenosis,"Department of Orthopaedic Surgery, Ajou University School of Medicine, Suwon, Gyeonggi-do, South Korea"
a prospective study of 3d navigation-guided single-position olif with posterior percutaneous fixation,2025,Indian Spine Journal,3DCT; lateral position; navigation; OLIF; single‑position,,"Department of Spine, Stavya Spine Hospital and Research Institute, Ahmedabad, GJ, India"
prevalence and clinical impact of coronal malalignment following circumferential minimally invasive surgery (cmis) for adult spinal deformity correction,2025,Global Spine Journal,adult spinal deformity; circumferential minimally invasive surgery; coronal imbalance; coronal malalignment; oblique lateral interbody fusion,adult; adult spinal deformity; aged; anterior lumbar interbody fusion; Article; assessment of humans; body mass; circumferential minimally invasive surgery; clinical outcome; clinical significance; controlled study; coronal Cobb angle; coronal malalignment; demographics; female; follow up; human; incidence; length of stay; lumbar lordosis angle; lumbar spine; major clinical study; male; minimally invasive surgery; oblique lateral interbody fusion; open surgery; Oswestry Disability Index; outcome assessment; postoperative care; postoperative complication; preoperative evaluation; prevalence; retrospective study; Scoliosis Research Society 22; spine fusion; spine malformation; spine surgery; very elderly; visual analog scale; young adult,"Department of Orthopaedic Surgery, Samut Sakhon Hospital, Samut Sakhon, Samut Sakhon, Thailand; Department of Orthopaedic Surgery, Cedars-Sinai Medical Center, Los Angeles, CA, United States; Department of Orthopaedics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Department of Orthopaedics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand"
selection of cage height in oblique lateral interbody fusion: is a cage height larger than the adjacent level disc too much?,2025,European Spine Journal,Adjacent level disc height; Cage height; Cage subsidence; Endplate injury; Oblique lateral interbody fusion,adjacent level disc height; aged; anatomical landmark; Article; cage height; cage related complication; cage subsidence; controlled study; demographics; endplate injury; female; human; implant complication; intervertebral disk degeneration; lumbar interbody fusion; major clinical study; male; oblique lateral interbody fusion; radiological parameters; retrospective study; risk factor; spine injury; spondylolisthesis; vertebral canal stenosis; adult; adverse event; devices; diagnostic imaging; epidemiology; etiology; internal fixator; intervertebral disk; lumbar vertebra; middle aged; postoperative complication; procedures; spine fusion; surgery; Adult; Aged; Female; Humans; Internal Fixators; Intervertebral Disc; Lumbar Vertebrae; Male; Middle Aged; Postoperative Complications; Retrospective Studies; Spinal Fusion,"Department of Orthopaedic Surgery, Ajou University School of Medicine, Suwon, Gyeonggi-do, South Korea"
establishing a staging system for adjacent segment disease and exploring its significance in guiding surgical decisions: a retrospective study,2025,Orthopaedic Surgery,adjacent segment disease; disease staging; minimally invasive surgery; revision surgery,"adjacent segment disease; adult; aged; Article; clinical outcome; controlled study; cortical bone; decompression surgery; disease classification; endoscopic surgery; female; follow up; hospitalization; human; intervertebral disk degeneration; intervertebral disk hernia; length of stay; low back pain; lumbar interbody fusion; major clinical study; male; medical decision making; middle aged; minimally invasive surgery; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; operative blood loss; posterior lumbar interbody fusion; postoperative hemorrhage; postoperative period; reoperation; retrospective study; spine radiography; surgical approach; surgical injury; vertebral canal stenosis; clinical decision making; diagnostic imaging; lumbar vertebra; procedures; spine fusion; surgery; Adult; Aged; Clinical Decision-Making; Decompression, Surgical; Female; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Male; Middle Aged; Retrospective Studies; Spinal Fusion","Department of Spinal Surgery, Qingdao University, Qingdao, Shandong, China; Department of Trauma Surgery, Qingdao University, Qingdao, Shandong, China"
quantified mri measurements show the significance of indirect decompression in the lumbar spine,2025,European Spine Journal,"Lumbar indirect decompression; Minimally invasive spine surgery, MISS; MRI comparative study; Oblique lateral interbody fusion; OLIF","aged; Article; clinical article; decompression surgery; dural sac; female; human; lumbar interbody fusion; lumbar spinal stenosis; lumbar spine; male; nuclear magnetic resonance imaging; oblique lateral interbody fusion; postoperative period; preoperative period; radiculopathy; radiographic parameter; retroperitoneal approach; retrospective study; surgical technique; diagnostic imaging; lumbar vertebra; middle aged; procedures; spine fusion; surgery; treatment outcome; vertebral canal stenosis; Aged; Decompression, Surgical; Female; Humans; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Middle Aged; Radiculopathy; Retrospective Studies; Spinal Fusion; Spinal Stenosis; Treatment Outcome","UNM School of Medicine, Albuquerque, NM, United States"
therapy potential of oblique lumbar interbody fusion 360 for severe lumbar spinal stenosis,2025,Orthopaedic Surgery,lumbar vertebrae; minimally invasive surgical procedures; spinal fusion; spinal stenosis; surgical navigation systems,"aged; Article; clinical effectiveness; clinical outcome; controlled study; convalescence; female; follow up; human; lumbar lordosis angle; lumbar spinal stenosis; major clinical study; male; oblique lateral interbody fusion; post hoc analysis; posterior lumbar interbody fusion; retrospective study; vertebral canal; visual analog scale; computer assisted surgery; diagnostic imaging; lumbar vertebra; middle aged; pain measurement; pedicle screw; procedures; spine fusion; surgery; vertebral canal stenosis; Aged; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Pain Measurement; Pedicle Screws; Retrospective Studies; Spinal Fusion; Spinal Stenosis; Surgery, Computer-Assisted","Department of Spinal Surgery, Qingdao University, Qingdao, Shandong, China"
evaluating the efficacy of il-6 as predictors of lateral lumbar interbody fusion success: insights from pain scores and joabpeq assessments,2025,Global Spine Journal,indirect decompression; interleukin- 6; Japanese orthopedic association back pain evaluation questionnaire; lateral lumbar interbody fusion; low back pain; patient-reported outcome measures,interleukin 6; aged; Article; bleeding; body mass; bone density; cancer diagnosis; clinical article; clinical outcome; computer assisted tomography; conservative treatment; degenerative disease; disease severity; dual energy X ray absorptiometry; female; fluoroscopy; human; intervertebral disk; japanese orthopaedic association back pain evaluation questionnaire; lateral lumbar interbody fusion; leg pain; length of stay; low back pain; lumbar degenerative disease; lumbar interbody fusion; male; mental health; nuclear magnetic resonance imaging; numeric rating scale; oblique lateral interbody fusion; operation duration; pain intensity; patient-reported outcome; prospective study; quality of life; questionnaire; real time reverse transcription polymerase chain reaction; RNA extraction; RNA isolation; skin incision; social interaction; social status; walking,"Department of Orthopaedic Surgery, Tokai University School of Medicine, Isehara, Kanagawa, Japan"
case – ureteric entrapment following oblique lateral interbody fusion,2025,Canadian Urological Association Journal,,abdominal wall; aged; Article; case report; clinical article; cystoscopy; discectomy; flank pain; fluoroscopy; follow up; human; hydronephrosis; hydroureter; intervertebral disk degeneration; left gastroepiploic artery; low back pain; male; oblique lateral interbody fusion; paresthesia; peritoneum; psoas muscle; retrograde pyelography; retroperitoneum; spine surgery; ureter; ureter injury; ureteroureterostomy; urine extravasation,"Université d'Ottawa, Faculté de Médecine, Ottawa, ON, Canada; Department of Surgery, University of Ottawa, Ottawa, ON, Canada"
an olif cage integrated with a low-profile plate and cross screws could reduce the risk of postoperative complications biomechanically,2025,Annals of Biomedical Engineering,Additional fixation devices; Biomechanical performance; Fixation strengths; Low-profile cross screw plate; Oblique lumbar interbody fusion,Blood vessels; Breath controlled devices; Fracture fixation; Fracture mechanics; Screws; Shear bands; Stress analysis; Stress concentration; Additional fixation device; Biomechanical performance; Fixation device; Fixation strength; Interbody fusion cages; Interbody fusion model; Low-profile; Low-profile cross screw plate; Lumbar interbody fusion; Oblique lumbar interbody fusion; Physiological models; polyethylene; polyurethan foam; titanium; anterior lateral single rod screw fixation; Article; biomechanics; bone density; human; iatrogenic disease; intervertebral disk; mechanical test; oblique lateral interbody fusion; osteoporosis; plate fixation; postoperative complication; postoperative period; range of motion; risk factor; screw loosening; vertebra body; Young modulus; bone plate; bone screw; devices; lumbar vertebra; prevention and control; spine fusion; surgery; Biomechanical Phenomena; Bone Plates; Bone Screws; Humans; Lumbar Vertebrae; Postoperative Complications; Spinal Fusion,"Department of Orthopaedics, Jiangsu Province Hospital of TCM, Nanjing, Jiangsu, China; Department of Spine Surgery, Naval Medical University, Shanghai, China; Department of Orthopaedics, Luzhou Medical College, Luzhou, Sichuan, China; Xihua University, Chengdu, Sichuan, China"
transforaminal versus lateral interbody fusions for treatment of adjacent segment disease in the lumbar spine,2025,Clinical Spine Surgery,ASD; LLIF; OLIF; PLIF; spine outcomes; TLIF,adjacent segment disease; adult; aged; allograft; anemia; Article; autograft; bleeding; blood vessel injury; body mass; Current Procedural Terminology; cutaneous nerve injury; deep infection; deep vein thrombosis; durotomy; emergency ward; female; hematoma; hip pain; human; infection; injury; intervertebral disk; laminectomy; liquorrhea; lumbar spine; lung embolism; major clinical study; male; nerve injury; neurological injury; oblique lateral interbody fusion; posterior lumbar interbody fusion; postoperative complication; radicular pain; retroperitoneal visceral injury; retrospective study; superficial infection; surgical technique; vertebral body screw fixation; wound complication; comparative study; etiology; lumbar vertebra; middle aged; procedures; spine fusion; surgery; treatment outcome; Aged; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Postoperative Complications; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedic Surgery, Cleveland Clinic Foundation, Cleveland, OH, United States; Department of Neurosurgery, Cleveland Clinic Foundation, Cleveland, OH, United States; CASE School of Medicine, Cleveland, OH, United States"
anterior to psoas fusion: radiological parameters and associated clinical outcomes,2025,Seminars in Spine Surgery,,clinical outcome; human; informed consent; oblique lateral interbody fusion; radiological parameters; review; spondylolisthesis; surgery,"Brain and Spine Surgery, Bella Vista, Sydney, Australia; University of Balamand, Al Koura, North Governorate, Lebanon; Saint George Hospital University Medical Center, Beirut, Beirut Governorate, Lebanon; Spine Ortho Clinic, Melbourne, VIC, Australia; UNSW Sydney, Sydney, NSW, Australia; Department of Neurosurgery, Macquarie University Hospital, Sydney, NSW, Australia; Department of Neurosurgery, Norwest Private Hospital, Bella Vista, NSW, Australia; Rambam Healthcare Campus, Haifa, Haifa, Israel"
comprehensive assessment of indirect decompression through lateral lumbar interbody fusion for degenerative lumbar spinal stenosis: a japanese orthopedic association back pain evaluation questionnaire-based analysis,2025,Global Spine Journal,degenerative lumbar spinal stenosis; indirect decompression; Japanese orthopedic association back pain evaluation questionnaire; lateral lumbar interbody fusion; patient-reported outcome measures,aged; analgesia; Article; body height; body mass; body weight; computer assisted tomography; controlled study; female; fluoroscopy; follow up; human; japanese orthopedic association back pain evaluation questionnaire; lateral lumbar interbody fusion; leg pain; low back pain; lumbar disk hernia; lumbar spinal stenosis; major clinical study; male; medical procedures; mental health; nuclear magnetic resonance imaging; numeric rating scale; oblique lateral interbody fusion; questionnaire; sagittal vertical axis; scoliosis; social status; spondylolisthesis; stenosis; steroid use; substance use; tobacco use,"Department of Orthopaedic Surgery, Tokai University School of Medicine, Isehara, Kanagawa, Japan"
