Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
towards a more realistic appraisal of complications following staged lateral lumbar interbody fusion: a single institution series,2024,Global Spine Journal,complication; deformity surgery; extreme lateral interbody fusion; lateral lumbar interbody fusion; oblique lateral interbody fusion; staged,adult; anterior lumbar interbody fusion; Article; aspiration; atelectasis; bleeding; brain disease; cohort analysis; deep vein thrombosis; deformity; device malposition; dural injury; female; follow up; foreign body; hip; human; hypotension; hypoxemia; incidence; infection; injury; lateral lumbar interbody fusion; length of stay; lung embolism; major clinical study; male; middle aged; nerve injury; neuromonitoring; operation duration; operative blood loss; outcome assessment; paresthesia; pneumothorax; posterior lumbar interbody fusion; postoperative complication; rash; retrospective study; revision surgery; spine fusion; spine surgery; treatment outcome; urologic injury; weakness; wound dehiscence; wound healing; wound healing impairment,"Seattle Science Foundation, Seattle, WA, United States; Department of Trauma Surgery, Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil gGmbH, Bochum, Nordrhein-Westfalen, Germany; Center for Spine Surgery and Pain Therapy, St. Anna Hospital Herne-Wanne, Herne, Nordrhein-Westfalen, Germany"
simultaneous single-position oblique lateral interbody fusion combined with unilateral percutaneous pedicle screw fixation for single-level lumbar tuberculosis: a 3-year retrospective comparative study,2023,Neurospine,Debridement; Oblique lateral interbody fusion; Single position; Spinal tuberculosis,C reactive protein; ethambutol plus isoniazid plus pyrazinamide plus rifampicin; hydrogen peroxide; iodophor; sodium chloride; tuberculostatic agent; adult; aged; Article; backache; bleeding; bone density; catheterization; cerebrospinal fluid; clinical evaluation; comparative study; computer assisted tomography; erythrocyte sedimentation rate; female; fluoroscopy; follow up; hospitalization; human; iliac bone; lavage; liquorrhea; lumbar tuberculosis; major clinical study; male; middle aged; oblique external abdominal muscle; oblique internal abdominal muscle; operation duration; osteoporosis; Oswestry Disability Index; percutaneous drainage; retroperitoneum; retrospective study; single-position oblique lateral interbody fusion; spine fusion; tuberculosis; tuberculous spondylitis; visual analog scale; X ray analysis,"Department of Orthopaedics, Chongqing Medical University, Chongqing, Chongqing, China"
comparison between oblique lumbar interbody fusion and posterior lumbar interbody fusion for the treatment of lumbar degenerative diseases: a systematic review and meta-analysis,2023,Journal of Orthopaedic Surgery and Research,Lumbar degenerative diseases; Lumbar fusion; Meta-analysis; Meta-analysis; Oblique lateral approach vertebral fusion; Posterior approach vertebral fusion; Systematic review,diagnostic imaging; human; lordosis; lumbar vertebra; lumbosacral region; meta analysis; procedures; retrospective study; spine fusion; surgery; treatment outcome; Humans; Lordosis; Lumbar Vertebrae; Lumbosacral Region; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Medical School of Chinese PLA, Beijing, Beijing, China; Department of Orthopaedics, General Hospital of People's Liberation Army, Beijing, China; Department of Orthopaedics, PLA Rocket Force Characteristic Medical Center, Beijing, Beijing, China"
efficacy of olif combined with pedicle screw internal fixation for lumbar spinal stenosis on spinal canal changes before and after surgery,2023,Journal of Orthopaedic Surgery and Research,Disc height; Lumbar spinal stenosis; Oblique lumbar interbody fusion; Spinal canal cross-sectional area,animal; diagnostic imaging; human; lordosis; retrospective study; vertebral canal; vertebral canal stenosis; Animals; Humans; Lordosis; Pedicle Screws; Retrospective Studies; Spinal Canal; Spinal Stenosis,"Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
circumferential approach via dynamic position in olif combined with freehand screw pedicle fixation for lumbar tuberculosis requiring multilevel instrumentation: a 3-year retrospective study,2023,Journal of Orthopaedic Surgery and Research,Dynamical position; Freehand pedicle screw fixation; Lumbar tuberculosis; Oblique lateral interbody fusion; Radiation exposure,C reactive protein; erythrocyte sedimentation rate; human; retrospective study; surgical margin; tuberculosis; Blood Sedimentation; Bone Screws; C-Reactive Protein; Humans; Margins of Excision; Retrospective Studies; Tuberculosis,"Department of Orthopaedics, Chongqing Medical University, Chongqing, Chongqing, China"
psoas major swelling grade affects the clinical outcomes after olif: a retrospective study of 89 patients,2023,Orthopaedic Surgery,Minimally Invasive Fusion; Oblique Lumbar Interbody Fusion; Psoas Major; Psoas Major Swelling Grade,adult; Article; bleeding; clinical outcome; controlled study; disease assessment; female; follow up; human; major clinical study; male; middle aged; nuclear magnetic resonance imaging; Oswestry Disability Index; paresthesia; postoperative complication; postoperative pain; postoperative swelling; prognosis; retrospective study; spine fusion; visual analog scale; weakness; lumbar vertebra; lumbosacral region; pain; procedures; surgery; treatment outcome; Female; Humans; Lumbar Vertebrae; Lumbosacral Region; Pain; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Department of Surgery, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
intraoperative ultrasound guidance assisted oblique lateral interbody fusion for lumbar spinal stenosis,2023,Medical Hypotheses,Intraoperative ultrasound guidance; Lumbar spinal stenosis; Oblique lateral interbody fusion,Article; clinical outcome; human; intraoperative period; lumbar spinal stenosis; muscle injury,"Department of Orthopedic Spine Surgery, Kunming Medical University, Kunming, Yunnan, China; Department of Orthopaedics, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China"
implications of cage impactions in single-level olif treatment of degenerative spondylolisthesis; influence des impactions de la cage dans le traitement des spondylolisthésis dégénératifs par olif à un niveau,2023,Revue de Chirurgie Orthopedique et Traumatologique,Cage intersomatique; Impactions de la cage; OLIF; Position cage,,"Centre Orthopédique Santy, Lyon, France; Hôpital Privé Jean Mermoz, Lyon, France; Department of Orthopaedics, CHU Rouen Normandie, Rouen, Normandie, France"
comparison of oblique lateral lumbar interbody fusion and transforaminal lumbar interbody fusion in the treatment of degenerative lumbar diseases: a protocol for systematic review and meta-analysis,2022,Medicine (United States),degenerative lumbar diseases; meta-analysis; OLIF; TLIF,Article; clinical outcome; Cochrane Library; comparative effectiveness; comparative study; data base; degenerative disease; degenerative lumbar disease; Embase; human; lumbar spine; Medline; meta analysis; oblique lateral lumbar interbody fusion; posterior lumbar interbody fusion; posterior spine fusion; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; randomized controlled trial (topic); study design; systematic review; WanFang Database; Web of Science; aged; intervertebral disk degeneration; lumbar vertebra; meta analysis (topic); procedures; spine fusion; treatment outcome; Aged; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Meta-Analysis as Topic; Spinal Fusion; Systematic Reviews as Topic; Treatment Outcome,"Division of Spinal Surgery, The First Affiliated Hospital of Guangxi Medical University, Nanning, Guangxi, China"
comparison of the clinical efficacy of two fixation methods combined with olif in the treatment of lumbar spondylolisthesis in adult patients,2022,Journal of Orthopaedic Surgery and Research,Anterior approach; OLIF; Percutaneous pedicle screw; Single rod-screw,"adult; case control study; diagnostic imaging; female; human; lumbar vertebra; male; middle aged; pedicle screw; procedures; retrospective study; spine fusion; spondylolisthesis; treatment outcome; x-ray computed tomography; Adult; Case-Control Studies; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Pedicle Screws; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Tomography, X-Ray Computed; Treatment Outcome","Department of Spine Surgery, Xi'an Honghui Hospital, Xi'an, Shaanxi, China"
evaluation of the efficacy of olif combined posterior internal fixation for single-segment lumbar tuberculosis: a single-center retrospective cohort study,2022,BMC Surgery,Debridement; Internal fixation; Lumbar tuberculosis; Oblique lumbar interbody fusion,"human; lumbar vertebra; osteosynthesis; retrospective study; spine fusion; treatment outcome; tuberculous spondylitis; Fracture Fixation, Internal; Humans; Lumbar Vertebrae; Retrospective Studies; Spinal Fusion; Treatment Outcome; Tuberculosis, Spinal","Department of Orthopaedics, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China"
characteristics and hotspots of the 50 most cited articles in the field of pre-psoas oblique lumbar interbody fusion,2022,Frontiers in Surgery,anterior to psoas; citation analysis; most cited; oblique lumbar interbody fusion; OLIF; prepsoas,,"School of Clinical Medicine, Fujian Medical University, Fuzhou, Fujian, China; Department of Orthopaedics, The First Affiliated Hospital of Xiamen University, Xiamen, Fujian, China; Department of Surgery, Changhua Christian Hospital, Changhua, Changhua, Taiwan; Department of Leisure Industry Management, National Chin-Yi University of Technology, Taichung, Taiwan; College of Nursing and Health Sciences, Da-Yeh University, Dacun, Changhua, Taiwan; Department of Neurosurgery, The First Affiliated Hospital of Xiamen University, Xiamen, Fujian, China; Department of Breast Surgery, Hainan Medical University, Haikou, Hainan, China"
study of the diameter of the oblique corridor in lateral decubitus and dorsal decubitus: radiological study; estudo do diâmetro do corredor oblíquo em decúbito lateral e decúbito dorsal: estudo radiológico; estudio del diámetro del corredor oblicuo en decúbito lateral y dorsal: estudio radiológico,2022,Coluna/ Columna,Diagnostic Imaging; Evaluation Study; Intervertebral Disc Degeneration; Magnetic Resonance Imaging; Spinal Curvatures; Spinal Fusion,adult; aged; Article; body position; clinical article; controlled study; demographics; digital imaging and communications in medicine; dorsal decubitus position; female; human; intervertebral disk disease; lateral decubitus position; male; nuclear magnetic resonance imaging; observational study; radiology; spinous process,"Instituto de Patologia da Coluna, Sao Paulo, SP, Brazil; Brazilian Bioimpedance Study Group, Sao Paulo, Brazil; Centro de Reabilitação e Readaptação Dr. Henrique Santillo (CRER), Goiania, Goiás 74653-230, Brazil; Hospital do Servidor Publico Estadual, Sao Paulo, SP, Brazil; Medicine, Universidade de São Paulo, Sao Paulo, SP, Brazil"
modic changes (mcs) associated with endplate sclerosis can prevent cage subsidence in oblique lumbar interbody fusion (olif) stand-alone,2020,World Neurosurgery,Cage subsidence; Endplate sclerosis; Modic changes; OLIF stand-alone,"adult; Article; computer assisted tomography; controlled study; disease severity; endplate sclerosis; female; follow up; hospital patient; human; image reconstruction; low back pain; lumbar spinal stenosis; major clinical study; male; middle aged; nuclear magnetic resonance imaging; oblique lumbar interbody fusion; sclerosis; spine fusion; spondylolisthesis; adverse device effect; aged; device failure; devices; diagnostic imaging; lumbar vertebra; pathology; postoperative complication; procedures; prostheses and orthoses; surgery; x-ray computed tomography; Adult; Aged; Equipment Failure; Female; Humans; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Middle Aged; Postoperative Complications; Prostheses and Implants; Sclerosis; Spinal Fusion; Tomography, X-Ray Computed","Department of Orthopaedics, Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China; Key Laboratory of Musculoskeletal System Degeneration and Regeneration Translational Research of Zhejiang Province, Hangzhou, Zhejiang, China; Department of Spine Surgery, Hebei Medical University, Shijiazhuang, Hebei, China; Department of Orthopaedics and Traumatology, The University of Hong Kong, Hong Kong, Hong Kong"
reoccurring discogenic low back pain (lbp) after discoblock treated by oblique lumbar interbody fusion (olif),2020,Journal of Orthopaedic Surgery and Research,Discoblock; Discogenic LBP; OLIF,adult; complication; female; human; intervertebral disk degeneration; low back pain; lumbar vertebra; male; middle aged; procedures; spine fusion; Adult; Female; Humans; Intervertebral Disc Degeneration; Low Back Pain; Lumbar Vertebrae; Male; Middle Aged; Spinal Fusion,"Department of Orthopaedics, Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China; Department of Orthopaedics, Haining County People's Hospital, China"
differences in radiographic and clinical outcomes of oblique lateral interbody fusion and lateral lumbar interbody fusion for degenerative lumbar disease: a meta-analysis,2019,BMC Musculoskeletal Disorders,Degenerative lumbar disease; DLIF; LLIF; OLIF; XLIF,"Article; blood vessel injury; computer assisted tomography; fracture; human; incidence; kyphosis; lateral lumbar interbody fusion; leg pain; length of stay; lordosis; lumbar spine degeneration; meta analysis; muscle injury; muscle weakness; nerve injury; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; paresthesia; psoas muscle; spine disease; spine fusion; spine radiography; thigh; treatment outcome; visual analog scale; adverse event; complication; diagnostic imaging; intervertebral disk degeneration; low back pain; lumbar vertebra; pain measurement; postoperative complication; procedures; radiography; Blood Loss, Surgical; Humans; Incidence; Intervertebral Disc Degeneration; Length of Stay; Low Back Pain; Lumbar Vertebrae; Operative Time; Pain Measurement; Postoperative Complications; Radiography; Spinal Fusion; Treatment Outcome","Department of Orthopedics and Spine Surgery, Anhui Medical University, Hefei, Anhui, China"
radiographic and clinical outcomes of oblique lateral interbody fusion versus minimally invasive transforaminal lumbar interbody fusion for degenerative lumbar disease,2019,World Neurosurgery,Degenerative lumbar disease; Lumbar fusion; Lumbar spine; MI-TLIF; OLIF,Article; degenerative lumbar disease; human; intermethod comparison; length of stay; meta analysis; minimally invasive transforaminal lumbar interbody fusion; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; spine disease; spine fusion; systematic review; visual analog scale; comparative study; diagnostic imaging; intervertebral disk degeneration; lumbar vertebra; minimally invasive surgery; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Minimally Invasive Surgical Procedures; Spinal Fusion,"Department of Orthopedics and Spine Surgery, Anhui Medical University, Hefei, Anhui, China"
comparison of pure lateral and oblique lateral inter-body fusion for treatment of lumbar degenerative disk disease: a multicentric cohort study,2018,European Spine Journal,Degenerative disc disease; LLIF; Lumbar fusion; Lumbar spine; OLIF,adult; aged; Article; clinical article; clinical outcome; Cobb angle; cohort analysis; dysesthesia; female; follow up; heart infarction; human; iliopsoas hematoma; intermethod comparison; intervertebral disk degeneration; lordosis; male; medical device complication; motor dysfunction; multicenter study (topic); nuclear magnetic resonance imaging; Oswestry Disability Index; patient safety; peritoneal disease; peroperative complication; postoperative period; priority journal; radiological parameters; Short Form 36; spine fusion; spine radiography; surgical approach; surgical risk; surgical technique; vein rupture; clinical trial; comparative study; lumbar vertebra; middle aged; multicenter study; procedures; statistics and numerical data; Adult; Aged; Cohort Studies; Female; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Male; Middle Aged; Spinal Fusion,"Department of Medico-Surgical Sciences and Biotechnologies, Sapienza Università di Roma, Rome, RM, Italy; Fondazione Don Carlo Gnocchi, Milan, MI, Italy; Department of Neuroscience, Sapienza Università di Roma, Rome, RM, Italy; Sapienza Università di Roma, Rome, RM, Italy; Fondazione Don Carlo Gnocchi, Milan, MI, Italy"
