Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
risk factors for nonunion in oblique lateral interbody fusion,2024,Journal of Orthopaedic Science,L5-S1; Laminectomy; Nonunion; OLIF; Risk factor,steroid; age; aged; alcohol consumption; Article; body mass; bone density; bone graft; bone matrix; comparative study; computer assisted tomography; conservative treatment; current smoker; degenerative spondylolisthesis; demographics; diabetes mellitus; ex-smoker; female; follow up; fracture nonunion; human; intervertebral disc angle; kyphosis; laminectomy; logistic regression analysis; lumbar disk degeneration; lumbar lordosis angle; major clinical study; male; musculoskeletal system parameters; non-smoker; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; operative blood loss; pelvic incidence; pelvic tilt; radiological parameters; recurrence risk; retrospective study; rheumatoid arthritis; risk factor; sacral slope; sagittal parameter; sagittal vertical axis; scoliosis; sex; smoking cessation; spine fusion; spine malformation; spine radiography; spondylolisthesis; spondylolytic spondylolisthesis; vertebral canal stenosis; diagnostic imaging; intervertebral disk; lumbar vertebra; procedures; radiography; surgery; Humans; Intervertebral Disc; Lumbar Vertebrae; Radiography; Retrospective Studies; Risk Factors; Spinal Fusion,"Department of Orthopaedic Surgery, Ajou University School of Medicine, Suwon, Gyeonggi-do, South Korea"
comparison between oblique lumbar interbody fusion and posterior lumbar interbody fusion for the treatment of lumbar degenerative diseases: a systematic review and meta-analysis,2023,Journal of Orthopaedic Surgery and Research,Lumbar degenerative diseases; Lumbar fusion; Meta-analysis; Meta-analysis; Oblique lateral approach vertebral fusion; Posterior approach vertebral fusion; Systematic review,diagnostic imaging; human; lordosis; lumbar vertebra; lumbosacral region; meta analysis; procedures; retrospective study; spine fusion; surgery; treatment outcome; Humans; Lordosis; Lumbar Vertebrae; Lumbosacral Region; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Medical School of Chinese PLA, Beijing, Beijing, China; Department of Orthopaedics, General Hospital of People's Liberation Army, Beijing, China; Department of Orthopaedics, PLA Rocket Force Characteristic Medical Center, Beijing, Beijing, China"
"comparison of radiographic and clinical outcomes between alif, olif, and tlif over 2-year follow-up: a comparative study",2023,Journal of Orthopaedic Surgery and Research,ALIF; Clinical outcome; Degenerative spine disorders; Lumbar interbody fusion; OLIF; TLIF,body mass; diagnostic imaging; human; lumbar vertebra; lumbosacral region; spine fusion; surgeon; surgery; Body Mass Index; Humans; Lumbar Vertebrae; Lumbosacral Region; Spinal Fusion; Surgeons,"Department of Orthopaedics, Veterans General Hospital-Taichung Taiwan, Taichung, Taiwan; Department of Biomedical Engineering, Hungkuang University, Taichung, Taiwan; Department of Computer Science and Information Engineering, Providence University Taiwan, Sha-Lu, Taichung, Taiwan; Department of Nursing, Jen-Teh Junior College of Medicine, Nursing and Management, Miao-li, Taiwan; Department of Rehabilitation Science, Jen-Teh Junior College of Medicine, Nursing and Management, Miao-li, Taiwan; Department of Orthopaedics, Fong-Yuan Hospital, Fong-Yuan, Taichung, Taiwan; Department of Physical Therapy, Hungkuang University, Taichung, Taiwan; School of Medicine, National Chung Hsing University, Taichung, Taiwan; Department of Food Science and Technology, Hungkuang University, Taichung, Taiwan"
surgical treatment of spondylolisthesis by oblique lumbar interbody fusion and transpedicular screw fixation: comparison between conventional double position versus navigation-assisted single lateral position,2023,PLOS ONE,,aged; Article; backache; body mass; clinical outcome; conventional double position; female; hematoma; human; hypesthesia; image analysis; leg pain; major clinical study; male; medical procedures; motor dysfunction; navigation-assisted single lateral position; numeric rating scale; operation duration; Oswestry Disability Index; outcome assessment; radiographic parameter; retrospective study; spine fusion; spondylolisthesis; surgical infection; surgical technique; transpedicular screw fixation; X ray; animal; diagnostic imaging; histology; lumbosacral region; Animals; Histological Techniques; Humans; Lumbosacral Region; Pedicle Screws; Retrospective Studies; Spondylolisthesis,"Department of Neurosurgery, Seoul National University Hospital, Seoul, South Korea; Department of Neurosurgery, Samsung Medical Center, Sungkyunkwan university, Seoul, South Korea; Department of Neurosurgery, Dongtan Sacred Heart Hospital, Hwaseong, Gyeonggi-do, South Korea; Department of Neurosurgery, Keimyung University, Dalseo-gu, Daegu, South Korea; Department of Neurosurgery, Seoul National University College of Medicine, Seoul, South Korea; Department of Neurosurgery, SKKU School of Medicine, Suwon, Gyeonggi-do, South Korea; School of Medical Education, Newcastle, Tyne and Wear, United Kingdom; Department of Brain and Cognitive Sciences, Seoul National University, Seoul, South Korea; Department of Medical Device Development, Seoul National University College of Medicine, Seoul, South Korea"
"anterior-to-psoas approach measurements, feasibility, non-neurological structures at risk and influencing factors: a bilateral analysis from l1-l5 using computed tomography imaging",2023,Operative Neurosurgery,Computed tomography; Feasibility; Incision line; Interbody fusion; Oblique lateral interbody fusion,"adult; Article; body height; body mass; body weight; computer assisted tomography; controlled study; feasibility study; female; human; iliac crest; incision; kidney; liver; major clinical study; male; middle aged; psoas muscle; rib; risk factor; spine fusion; spleen; lumbar vertebra; nuclear magnetic resonance imaging; procedures; surgery; x-ray computed tomography; adenosine triphosphate; Adenosine Triphosphate; Feasibility Studies; Female; Humans; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Tomography, X-Ray Computed","Loma Linda University School of Medicine, Loma Linda, CA, United States; Twin Cities Spine Center, Minneapolis, MN, United States; University of California, Riverside, Riverside, CA, United States; Department of Radiology, Loma Linda University Health, Loma Linda, CA, United States; Department of Orthopaedic Surgery, Loma Linda University Health, Loma Linda, CA, United States; Division of Orthopaedic Surgery, VA Loma Linda Healthcare System, Loma Linda, CA, United States"
implications of cage impactions in single-level olif treatment of degenerative spondylolisthesis; influence des impactions de la cage dans le traitement des spondylolisthésis dégénératifs par olif à un niveau,2023,Revue de Chirurgie Orthopedique et Traumatologique,Cage intersomatique; Impactions de la cage; OLIF; Position cage,,"Centre Orthopédique Santy, Lyon, France; Hôpital Privé Jean Mermoz, Lyon, France; Department of Orthopaedics, CHU Rouen Normandie, Rouen, Normandie, France"
olif versus alif: which is the better surgical approach for degenerative lumbar disease? a systematic review,2023,European Spine Journal,Anterior lumbar interbody fusion; Lumbar degenerative diseases; Oblique lumbar interbody fusion; Systematic review,adult; clinical effectiveness; Cochrane Library; computer assisted tomography; data extraction; degenerative disease; Embase; female; follow up; hospitalization; human; intermethod comparison; lordosis; major clinical study; male; Medline; middle aged; nuclear magnetic resonance imaging; operation duration; Oswestry Disability Index; outcome assessment; plate fixation; postoperative ileus; Review; surgical approach; systematic review; therapy effect; vascular surgeon; visual analog scale; Web of Science; diagnostic imaging; lumbar vertebra; procedures; retrospective study; spine fusion; treatment outcome; Humans; Lordosis; Lumbar Vertebrae; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedic Surgery, Beijing Chao-Yang Hospital, Capital Medical University, Beijing, China"
single-position oblique lumbar interbody fusion and percutaneous pedicle screw fixation under o-arm navigation: a retrospective comparative study,2023,Journal of Clinical Medicine,C-arm; minimally invasive surgery; O-arm navigation; oblique lateral lumbar interbody fusion; spinal fusion,adult; Article; clinical article; clinical outcome; Cobb angle; comparative study; controlled study; degenerative disease; female; human; hypesthesia; male; middle aged; minimally invasive surgery; Oswestry Disability Index; outcome assessment; posterior lumbar interbody fusion; postoperative complication; radicular pain; radiological parameters; retrospective study; Short Form 36; spine fusion; spine stabilization; surgical infection; visual analog scale,"Department of Neurosurgery, Daejin Medical Center, Seongnam, Gyeonggi-do, South Korea; Department of Neurosurgery, Kwandong University, College of Medicine, Gangneung, Gangwon-do, South Korea; Department of Neurosurgery, Severance Hospital, Seoul, South Korea"
evaluation of the efficacy of olif combined posterior internal fixation for single-segment lumbar tuberculosis: a single-center retrospective cohort study,2022,BMC Surgery,Debridement; Internal fixation; Lumbar tuberculosis; Oblique lumbar interbody fusion,"human; lumbar vertebra; osteosynthesis; retrospective study; spine fusion; treatment outcome; tuberculous spondylitis; Fracture Fixation, Internal; Humans; Lumbar Vertebrae; Retrospective Studies; Spinal Fusion; Treatment Outcome; Tuberculosis, Spinal","Department of Orthopaedics, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China"
"anterior column reconstruction of the lumbar spine in the lateral decubitus position: anatomical and patient-related considerations for alif, anterior-to-psoas, and transpsoas llif approaches",2022,European Spine Journal,Anterior to psoas (ATP)/OLIF; Circumferential fusion; Lateral ALIF; Minimally invasive spine surgery; Single-position lumbar fusion; Transpsoas/XLIF,anatomy and histology; diagnostic imaging; human; lumbar vertebra; lumbosacral region; procedures; reconstructive surgery; spine fusion; surgery; treatment outcome; Humans; Lumbar Vertebrae; Lumbosacral Region; Reconstructive Surgical Procedures; Spinal Fusion; Treatment Outcome,"NYU Langone Orthopedic Hospital, New York, NY, United States; Department of Neurosurgery, NYU Langone Health, New York, NY, United States; Austin Spine Surgery, Austin, TX, United States; Atlantic Neurosurgical and Spine Specialists, Wilmington, NC, United States; Oklahoma Sports Science and Orthopaedics, Oklahoma City, OK, United States; Division of Spine Surgery, New England Baptist Hospital, Boston, MA, United States"
oblique lateral interbody fusion vs. minimally invasive transforaminal lumbar interbody fusion for lumbar spinal stenosis: a retrospective cohort study,2022,Frontiers in Medicine,lumbar spinal stenosis; Minimally Invasive Transforaminal Lumbar Interbody Fusion (MIS-TLIF); oblique lateral interbody fusion (OLIF); postoperative improvements; retrospective study,adult; Article; clinical evaluation; cohort analysis; controlled study; female; hospitalization; human; Japanese Orthopedic Association score; lumbar spinal stenosis; major clinical study; male; middle aged; minimally invasive surgery; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; posterior lumbar interbody fusion; postoperative complication; reoperation; retrospective study; Short Form 36; spine fusion; visual analog scale,"Department of Orthopaedics, Tangdu Hospital, Fourth Military Medical University, Xi'an, Shaanxi, China; School of Basic Medicine, Air Force Medical University, Xi'an, Shaanxi, China"
"comparison of outcomes of multi-level anterior, oblique, transforaminal lumbar interbody fusion surgery: impact on global sagittal alignment",2022,Journal of Korean Neurosurgical Society,Anterior lumbar interbody fusion; Lordosis; Lumbar vertebrae; Oblique lumbar interbody fusion; Spinal fusion; Transforaminal lumbar interbody fusion,adult; Article; body mass; bone density; comparative study; degenerative disease; diabetes mellitus; female; Global Sagittal Alignment; human; hypertension; incisional hernia; lumbar degenerative disorder; lumbar lordosis angle; lumbar spine; lumbar vertebra; lung congestion; major clinical study; male; middle aged; oblique abdominal muscle; osteoporosis; outcome assessment; pelvic incidence; pelvic tilt; posterior lumbar interbody fusion; sagittal parameter; sagittal vertical axis; spine fusion; wound infection,"Department of Neurosurgery, Kyung Hee Medical Center, Seoul, South Korea"
article clinical evaluation of microendoscopy-assisted oblique lateral interbody fusion,2021,Medicina (Lithuania),Extreme lateral interbody fusion (XLIF); Lumbar lateral interbody fusion (LLIF); Microendscope; Minimally invasive surgery; Oblique lateral interbody fusion (OLIF),adverse event; diagnostic imaging; human; lumbar vertebra; lumbosacral region; quality of life; retrospective study; spine fusion; surgery; treatment outcome; Humans; Lumbar Vertebrae; Lumbosacral Region; Quality of Life; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedics, Iwai Orthopaedic Medical Hospital, Edogawa City, Japan; Department of Neurosurgery, Iwai FESS Clinic, Edogawa City, Japan"
"perioperative complications in 155 patients who underwent oblique lateral interbody fusion surgery perspectives and indications from a retrospective, multicenter survey",2017,Spine,Complication; Direct lateral interbody fusion; Extreme lateral interbody fusion; Lower back pain; Lumbar lateral interbody fusion; Oblique lateral interbody fusion,"adolescent; adult; aged; artery injury; Article; cauda equina injury; discogenic pain; endplate fracture; female; human; intervertebral disk degeneration; kyphoscoliosis; laceration; low back pain; major clinical study; male; medical record review; multicenter study; muscle weakness; nerve root injury; neurologic disease; oblique lateral interbody fusion surgery; paresthesia; peritoneal disease; peritoneal laceration; peroperative complication; pleura disease; pleura laceration; postoperative complication; postoperative infection; priority journal; prosthesis failure; psoas muscle; reoperation; secondary analysis; spinal cord atrophy; spinal nerve injury; spine fusion; spine fusion implant; spondylolisthesis; surgical infection; surgical mortality; thigh; ureter injury; clinical trial; incidence; Intervertebral Disc Degeneration; Intraoperative Complications; lumbar vertebra; middle aged; Postoperative Complications; postoperative period; procedures; retrospective study; treatment outcome; very elderly; young adult; Adolescent; Adult; Aged; Aged, 80 and over; Female; Humans; Incidence; Low Back Pain; Lumbar Vertebrae; Male; Middle Aged; Postoperative Period; Reoperation; Retrospective Studies; Spinal Fusion; Treatment Outcome; Young Adult","Department of Orthopaedic Surgery, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Chiba Aoba Municipal Hospital, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Teikyo University Chiba Medical Center, Ichihara, Chiba, Japan; Department of Orthopaedic Surgery, Sanmu Medical Center, Naruto, Chiba, Japan; Department of Orthopaedic Surgery, Seirei Sakura Citizen Hospital, Sakura, Chiba, Japan; Department of Orthopaedic Surgery, Kashiwa Municipal Hospital, Kashiwa, Chiba, Japan; Department of Orthopaedic Surgery, Kimitsu Chuo Hospital, Kisarazu, Chiba, Japan; Department of Orthopaedic Surgery, Chiba Rosai Hospital, Ichihara, Chiba, Japan; Department of Orthopaedic Surgery, Asahi General Hospital, Asahi, Chiba, Japan; Department of Orthopaedic Surgery, National Hospital Organization Shimoshizu National Hospital, Yotsukaido, Chiba, Japan; Department of Orthopaedic Surgery, JCHO Chiba Hospital, Chiba, Chiba, Japan; Department of Bioenvironmental Medicine, Chiba University, Chiba, Chiba, Japan; Department of Orthopaedic Surgery, Back Center Back Pain Spine Surgery, Melbourne, FL, United States; Department of Orthopaedic Surgery, Eastern Chiba Medical Center, Togane, Chiba, Japan"
