Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
anterior column realignment via a minimally invasive hybrid approach in adult spinal deformity surgery: a short-term retrospective study,2023,BMC Musculoskeletal Disorders,Anterior longitudinal ligament; Lumbar lordosis; Musculoskeletal diseases; Spinal fusion; Surgical procedures,abdominal pain; adult; aged; anterior column realignment; Article; bloating; bone radiography; clinical outcome; computer assisted tomography; decompression surgery; female; follow up; human; Japanese Orthopedic Association score; lumbar Cobb angle; lumbar lordosis angle; major clinical study; male; middle aged; muscle weakness; nuclear magnetic resonance imaging; operation duration; operative blood loss; paresthesia; retrospective study; sagittal vertical axis; spine malformation; spine surgery; surgical technique; visual analog scale; diagnostic imaging; lordosis; lumbar vertebra; minimally invasive surgery; procedures; spine fusion; treatment outcome; Adult; Aged; Humans; Lordosis; Lumbar Vertebrae; Minimally Invasive Surgical Procedures; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Dalian Medical University, Dalian, Liaoning, China; Sanbo Brain Hospital Capital Medical University, Beijing, China"
biomechanical differences between two different shapes of oblique lumbar interbody fusion cages on whether to add posterior internal fixation system: a finite element analysis,2023,Journal of Orthopaedic Surgery and Research,Biomechanical evaluation; Cage subsidence; Cage subsidence; Finite element analysis; Oblique lumbar interbody fusion,"biomechanics; diagnostic imaging; finite element analysis; lumbar vertebra; osteosynthesis; procedures; range of motion; spine fusion; surgery; Biomechanical Phenomena; Finite Element Analysis; Fracture Fixation, Internal; Lumbar Vertebrae; Pedicle Screws; Range of Motion, Articular; Spinal Fusion","Department of Spine Surgery, Tianjin University, Tianjin, China"
"clinical, radiographic and fusion comparison of oblique lumbar interbody fusion (olif) stand-alone and olif with posterior pedicle screw fixation in patients with degenerative spondylolisthesis",2023,BMC Musculoskeletal Disorders,Oblique lumbar interbody fusion; Percutaneous pedicle screw fixation; Spinal fusion; Spinal stenosis; Spondylolisthesis,"adult; anthropometric parameters; Article; clinical feature; clinical outcome; controlled study; degenerative lumbar spondylolisthesis; disc height; female; follow up; forward spondylolisthesis distance; fusion segmental lordotic angle; human; intermethod comparison; lordotic angle; major clinical study; male; medical record review; musculoskeletal system parameters; oblique lumbar interbody fusion stand alone; oblique lumbar interbody fusion with posterior pedicle screw fixation; operation duration; operative blood loss; percutaneous pedicle screw fixation; postoperative period; spine fusion; spine radiography; spine stabilization; spondylolisthesis; vertebra body; vertebral canal stenosis; diagnostic imaging; lumbar vertebra; procedures; retrospective study; treatment outcome; Blood Loss, Surgical; Humans; Lumbar Vertebrae; Pedicle Screws; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Treatment Outcome","Department of Spine Surgery, Qingdao University, Qingdao, Shandong, China"
endoscopic resection and decompression for lateral displacement of cage after oblique lumbar interbody fusion: a case report from a single center,2023,Orthopaedic Surgery,Case Report; Endoscopy; Lateral Displacement; Lumbar Fusion Surgery; PEEK Cage,adult; anterior posterior axis; Article; case report; clinical article; computer assisted tomography; decompression surgery; endoscopic surgery; fluoroscopy; follow up; general anesthesia; hospital admission; hospital discharge; human; implant complication; lateral cage displacement; leg pain; low back pain; lumbar spine; male; middle aged; muscle weakness; neurologic disease; nuclear magnetic resonance imaging; oblique lumbar interbody fusion; operation duration; operative blood loss; osteosynthesis; paresthesia; posterolateral approach; postoperative period; prone position; psoas muscle; spine fusion; thigh; three-dimensional imaging; transforaminal approach; walking,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Department of Orthopaedic Surgery, Nanjing University of Chinese Medicine, Nanjing, Jiangsu, China; Department of Surgery, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
surgical treatment of spondylolisthesis by oblique lumbar interbody fusion and transpedicular screw fixation: comparison between conventional double position versus navigation-assisted single lateral position,2023,PLOS ONE,,aged; Article; backache; body mass; clinical outcome; conventional double position; female; hematoma; human; hypesthesia; image analysis; leg pain; major clinical study; male; medical procedures; motor dysfunction; navigation-assisted single lateral position; numeric rating scale; operation duration; Oswestry Disability Index; outcome assessment; radiographic parameter; retrospective study; spine fusion; spondylolisthesis; surgical infection; surgical technique; transpedicular screw fixation; X ray; animal; diagnostic imaging; histology; lumbosacral region; Animals; Histological Techniques; Humans; Lumbosacral Region; Pedicle Screws; Retrospective Studies; Spondylolisthesis,"Department of Neurosurgery, Seoul National University Hospital, Seoul, South Korea; Department of Neurosurgery, Samsung Medical Center, Sungkyunkwan university, Seoul, South Korea; Department of Neurosurgery, Dongtan Sacred Heart Hospital, Hwaseong, Gyeonggi-do, South Korea; Department of Neurosurgery, Keimyung University, Dalseo-gu, Daegu, South Korea; Department of Neurosurgery, Seoul National University College of Medicine, Seoul, South Korea; Department of Neurosurgery, SKKU School of Medicine, Suwon, Gyeonggi-do, South Korea; School of Medical Education, Newcastle, Tyne and Wear, United Kingdom; Department of Brain and Cognitive Sciences, Seoul National University, Seoul, South Korea; Department of Medical Device Development, Seoul National University College of Medicine, Seoul, South Korea"
psoas major swelling grade affects the clinical outcomes after olif: a retrospective study of 89 patients,2023,Orthopaedic Surgery,Minimally Invasive Fusion; Oblique Lumbar Interbody Fusion; Psoas Major; Psoas Major Swelling Grade,adult; Article; bleeding; clinical outcome; controlled study; disease assessment; female; follow up; human; major clinical study; male; middle aged; nuclear magnetic resonance imaging; Oswestry Disability Index; paresthesia; postoperative complication; postoperative pain; postoperative swelling; prognosis; retrospective study; spine fusion; visual analog scale; weakness; lumbar vertebra; lumbosacral region; pain; procedures; surgery; treatment outcome; Female; Humans; Lumbar Vertebrae; Lumbosacral Region; Pain; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Department of Surgery, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
intraoperative ultrasound guidance assisted oblique lateral interbody fusion for lumbar spinal stenosis,2023,Medical Hypotheses,Intraoperative ultrasound guidance; Lumbar spinal stenosis; Oblique lateral interbody fusion,Article; clinical outcome; human; intraoperative period; lumbar spinal stenosis; muscle injury,"Department of Orthopedic Spine Surgery, Kunming Medical University, Kunming, Yunnan, China; Department of Orthopaedics, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China"
different moro zones of psoas major affect the clinical outcomes after oblique lumbar interbody fusion: a retrospective study of 94 patients,2023,Journal of Clinical Medicine,minimally invasive; Moro zones; oblique lumbar interbody fusion; psoas major; teardrop-shaped psoas major,neurotrophic agent; neurotrophic factor; nonsteroid antiinflammatory agent; unclassified drug; adult; Article; bleeding; bone allograft; classification; clinical outcome; cohort analysis; computer assisted tomography; controlled study; correlation analysis; female; fluoroscopy; follow up; human; hypesthesia; image analysis; leg pain; major clinical study; male; medical parameters; medical record review; middle aged; Moro zone; morphology; muscle injury; nerve ending; nerve injury; nuclear magnetic resonance imaging; oblique lumbar interbody fusion; Oswestry Disability Index; outcome assessment; postoperative complication; postoperative period; preoperative evaluation; prosthesis dislocation; psoas major muscle; psoas major sagittal diameter; psoas major transverse diameter; retrospective study; spine fusion; spine instability; spondylolisthesis; surgical technique; swelling; sympathetic nerve; thigh; vertebral canal stenosis; visual analog scale; weakness; X ray,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Department of Surgery, Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China"
correcting intervertebral rotation and scoliosis simultaneously by oblique lumbar interbody fusion: a 3d analysis of eos images,2023,Frontiers in Surgery,3D analysis; adult degenerative scoliosis; EOS imaging system; intervertebral motion; oblique lateral interbody fusion,,"Department of Spine Surgery, Beijing Jishuitan Hospital, Beijing, China"
enhanced recovery after surgery protocol for oblique lumbar interbody fusion,2022,Indian Journal of Orthopaedics,Enhanced recovery after surgery; Oblique lumbar interbody fusion; Spine surgery,,"Department of Orthopaedic Surgery, The First Affiliated Hospital of Soochow University, Suzhou, Jiangsu, China"
vertical split fracture of the vertebral body following oblique lumbar interbody fusion: a case report,2022,Medicine (United States),anterior column release; oblique lumbar interbody fusion; osteoporosis; vertebral fracture,bone cement; parathyroid hormone[1-34]; aged; Article; bone density; case report; claudication; clinical article; computer assisted tomography; diabetes mellitus; dialysis; end stage renal disease; femoral neck; follow up; fracture healing; human; hypertension; intermittent claudication; laminectomy; leg pain; lordosis; low back pain; lumbar spine; male; nuclear magnetic resonance imaging; osteoporosis; radiography; spine fracture; spine fusion; spondylolisthesis; stenosis; vertebral canal stenosis; adverse event; complication; diagnostic imaging; injury; lumbar vertebra; pain; pathology; procedures; vertebra body; Aged; Humans; Lordosis; Lumbar Vertebrae; Male; Pain; Spinal Fractures; Spinal Fusion; Vertebral Body,"Department of Neurosurgery, Chonnam National University Hospital, Gwangju, South Korea; Department of Neurosurgery, Chonnam National University Hospital, Gwangju, South Korea"
comparison of oblique lateral interbody fusion (olif) and minimally invasive transforaminal lumbar interbody fusion (mi-tlif) for treatment of lumbar degeneration disease: a prospective cohort study,2022,Spine,Minimally invasive; Minimally invasive transforaminal lumbar interbody fusion; Oblique lateral interbody fusion; Surgical procedures,creatine kinase; levofloxacin; adult; adverse device effect; Article; cage sedimentation; clinical outcome; controlled study; creatine kinase blood level; dural tear; endplate injury; female; follow up; fracture healing; hemostasis; human; intermethod comparison; intersegmental vessel; leg pain; length of stay; lordosis; low back pain; lumbar disk hernia; lumbar spinal stenosis; lumbar spine; major clinical study; male; medical device complication; minimally invasive surgery; multifidus muscle; muscle weakness; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; ovarian vein; pain; paresthesia; patient-reported outcome; posterior lumbar interbody fusion; postoperative care; postoperative complication; preoperative evaluation; prognosis; prospective study; psoas muscle; radiography; spine fracture; spine fusion; spondylolisthesis; suction drainage; surgical technique; sympathetic trunk; treatment outcome; urinary tract infection; vein injury; visual analog scale; wound infection; wound irrigation; diagnostic imaging; lumbar vertebra; lumbosacral region; procedures; retrospective study; surgery; Humans; Lumbar Vertebrae; Lumbosacral Region; Minimally Invasive Surgical Procedures; Prospective Studies; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedics, Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China"
meta-analysis of the clinical efficacy and safety of oblique lateral interbody fusion and transforaminal interbody fusion in the treatment of degenerative lumbar spondylolisthesis,2022,EFORT Open Reviews,Degenerative lumbar spondylolisthesis; Meta-analysis; Oblique lateral interbody fusion; Transforaminal lumbar interbody fusion,adult; aged; Article; female; human; lordosis; lumbar spine; male; meta analysis; middle aged; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; postoperative complication; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; randomized controlled trial (topic); software; spine fusion; spondylolisthesis; statistical analysis; statistically significant result; systematic review; transforaminal interbody fusion; vertebral height; visual analog scale,"Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China; Division of Spine Center, Guangdong Provincial Hospital of Traditional Chinese Medicine, Guangzhou, Guangdong, China"
comparison of outcomes between robot-assisted minimally invasive transforaminal lumbar interbody fusion and oblique lumbar interbody fusion in single-level lumbar spondylolisthesis,2021,Orthopaedic Surgery,Minimally invasive; Mis-TLIF; OLIF; Robot; Spondylolisthesis,antibiotic agent; nonsteroid antiinflammatory agent; adult; Article; backache; bone transplantation; clinical assessment; clinical effectiveness; clinical evaluation; clinical outcome; conservative treatment; controlled study; debridement; discectomy; facetectomy; female; follow up; functional status; general anesthesia; hospitalization; human; intermethod comparison; leg pain; length of stay; limb weakness; liquorrhea; lumbar spondylolisthesis; major clinical study; male; middle aged; minimally invasive surgery; oblique lumbar interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; outcome assessment; paresthesia; patient information; patient safety; patient satisfaction; posterior lumbar interbody fusion; postoperative care; postoperative complication; prone position; retrospective study; robot assisted surgery; spine radiography; spondylolisthesis; surgical infection; surgical technique; treatment indication; visual analog scale,"Department of Spine Surgery, Beijing Jishuitan Hospital, Beijing, China; Beijing Key Laboratory of Robotic Orthopaedics, Beijing, Beijing, China; Kunshan Hospital of Traditional Chinese Medicine, Kunshan, Jiangsu, China"
oblique lateral interbody fusion to treat lumbar spinal stenosis in a patient with situs inversus totalis: a case report,2021,Journal of International Medical Research,anatomical variation; case report; lumbar interbody fusion; Oblique lateral interbody fusion; situs inversus; spine,analgesic agent; steroid; adult; anatomical variation; Article; bed rest; case report; clinical article; computer assisted tomography; dextrocardia; female; human; intervertebral disk degeneration; low back pain; lumbar spinal stenosis; massage; medical history; osteosynthesis; physical examination; physiotherapy; postoperative care; situs inversus; surgical technique; thorax radiography; complication; diagnostic imaging; lumbar vertebra; minimally invasive surgery; spine fusion; vertebral canal stenosis; Adult; Female; Humans; Lumbar Vertebrae; Minimally Invasive Surgical Procedures; Situs Inversus; Spinal Fusion; Spinal Stenosis,"Chengde Medical University, Chengde, Hebei, China; Department of Orthopaedics, Chengde Medical University, Chengde, Hebei, China"
oblique lateral interbody fusion combined percutaneous pedicle screw fixation in the surgical treatment of single-segment lumbar tuberculosis: a single-center retrospective comparative study,2020,International Journal of Surgery,Debridement; Internal fixation; Lumbar tuberculosis; Oblique lateral interbody fusion,"C reactive protein; ethambutol; isoniazid; pyrazinamide; rifampicin; abdominal disease; adult; Article; bone graft; clinical effectiveness; Cobb angle; comparative effectiveness; emphysema; erythrocyte sedimentation rate; female; follow up; human; kidney dysfunction; length of stay; liver dysfunction; lumbar spine; major clinical study; male; middle aged; minimally invasive procedure; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; percutaneous pedicle screw fixation; postoperative period; priority journal; retrospective study; spine fusion; spine stabilization; surgical debridement; time; tuberculous spondylitis; urinary tract infection; visual analog scale; comparative study; debridement; lumbar vertebra; minimally invasive surgery; pedicle screw; procedures; Adult; Debridement; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Minimally Invasive Surgical Procedures; Operative Time; Pedicle Screws; Retrospective Studies; Spinal Fusion; Tuberculosis, Spinal","Department of Orthopaedics, The First Affiliated Hospital of Chongqing Medical University, Chongqing, China"
a longitudinal investigation of the endplate cystic lesion effect on oblique lumbar interbody fusion,2019,Clinical Neurology and Neurosurgery,Back pain; Cyst formation; Fusion; Interbody; Non-union; Oblique lumbar; Subsidence,"adult; aged; Article; clinical outcome; computer assisted tomography; confidence interval; female; follow up; human; major clinical study; male; oblique lumbar interbody fusion; odds ratio; Oswestry Disability Index; retrospective study; risk factor; spine cyst; spine disease; spine fusion; visual analog scale; adverse device effect; adverse event; diagnostic imaging; internal fixator; intervertebral disk degeneration; longitudinal study; lumbar vertebra; middle aged; postoperative complication; treatment outcome; very elderly; Aged; Aged, 80 and over; Female; Follow-Up Studies; Humans; Internal Fixators; Intervertebral Disc Degeneration; Longitudinal Studies; Lumbar Vertebrae; Male; Middle Aged; Postoperative Complications; Retrospective Studies; Spinal Fusion; Treatment Outcome","Department of Orthopaedics, The First Affiliated Hospital of Xiamen University, Xiamen, Fujian, China; Department of Orthopaedics, Queen Savang Vadhana Memorial Hospital, Chonburi, Chonburi, Thailand; Department of Spinal Surgery, Shenzhen Second People's Hospital, Shenzhen, Guangdong, China; Department of Orthopaedics, Naresuan University, Pitsanulok, Thailand; Department of Neurosurgery, The Catholic University of Korea Seoul St. Mary's Hospital, Seoul, South Korea"
