Title,Year,Source title,Author Keywords,Index Keywords,Affiliations
how to insert a more suitable atp-olif51 cage?: a radiological study compared l5/s1 endplate to l4/5 endplate,2025,Medicine (United States),anterior to psoas; endplate; L5/S1; oblique lateral interbody fusion; parameters,"adolescent; adult; aged; anterior to psoas oblique lateral interbody fusion; Article; disc height; female; fifth lumbar vertebra; fourth lumbar vertebra; human; low back pain; lumbar lordosis angle; lumbar spine; major clinical study; male; oblique lateral interbody fusion; retrospective study; sacral vertebra; sagittal parameter; sagittal plane; x-ray computed tomography; comparative study; devices; diagnostic imaging; lordosis; lumbar vertebra; middle aged; procedures; sacrum; spine fusion; surgery; Adult; Aged; Female; Humans; Lordosis; Low Back Pain; Lumbar Vertebrae; Male; Middle Aged; Retrospective Studies; Sacrum; Spinal Fusion; Tomography, X-Ray Computed","Department of Spine Surgery, Third Hospital of Shijiazhuang, Shijiazhuang, Hebei, China; Third Hospital of Shijiazhuang, Shijiazhuang, Hebei, China"
"comparative review of lateral and oblique lumbar interbody fusion: technique, outcomes, and complications",2025,International Journal of Spine Surgery,minimally invasive spine surgery; Oblique lateral lumbar interbody fusion; outcomes,adverse device effect; aged; bleeding; complication; congenital disorder; human; incision; lumbar interbody fusion; lumbar spine; minimally invasive procedure; minimally invasive spine surgery; oblique lateral interbody fusion; postoperative pain; rehabilitation; retrospective study; review; spine disease; spine surgery; surgery,"Department of Orthopaedic Surgery, Korea University Ansan Hospital, Ansan, Gyeonggi-do, South Korea; Department of Orthopaedic Surgery, Hanyang University Guri Hospital, Guri, Gyeonggi-do, South Korea"
"anterior-to-psoas olif: surgical approach, issues & technical nuances",2025,Seminars in Spine Surgery,,human; lumbar spine; oblique lateral interbody fusion; prevention; psoas muscle; review; surgery; surgical approach; surgical technique; therapy,"Department of Traumatology, University Hospital Center Sestre, Milosrdnice, Croatia; St. Catherine Specialty Hospital, Zagreb, Croatia; Department of Anatomy and Physiology, Zdravstveno Veleučilište, Zagreb, Croatia; Department of Orthopaedics, University of Zagreb School of Medicine, Zagreb, Croatia; Department of Traumatology, Klinički Bolnički Centar Sestre Milosrdnice, Zagreb, Croatia"
role of additional screws and rod fixation in cage loading during oblique lateral interbody fusion: a finite element analysis,2025,Journal of Clinical Medicine,cage position; finite element analysis; lateral fixation; oblique lumbar interbody fusion,Article; contact pressure; finite element analysis; intramedullary nailing; lumbar spine; mechanical stress; oblique lateral interbody fusion; range of motion; spine stabilization; Young modulus,"Department of Orthopaedics, Show-Chwan Memorial Hospital Taiwan, Changhua, Changhua, Taiwan; Doctoral Program in Translational Medicine, National Chung Hsing University, Taichung, Taiwan; National Chung Hsing University, Taichung, Taiwan; Department of Post-Baccalaureate Medicine, National Chung Hsing University, Taichung, Taiwan; Department of Life Science, National Chung Hsing University, Taichung, Taiwan; The iEGG and Animal Biotechnology Research Center, National Chung Hsing University, Taichung, Taiwan; Department of Physical Therapy, Asia University, Taichung, Taiwan"
the minimally invasive intercostal subdiaphragmatic access without rib resection for lateral lumbar interbody fusion at l1/2: surgical techniques and cases illustration,2025,World Neurosurgery,L1/2; Lateral lumbar interbody fusion (LLIF); Oblique lateral interbody fusion (OLIF); Thoracolumbar junction; Upper lumbar spine,dexamethasone; infuse; recombinant bone morphogenetic protein 2; adult; arthropathy; Article; cadaver; case report; clinical article; coronal balance; coronal Cobb angle; coronal plane; fascia; first lumbar vertebra; human; intercostal subdiaphragmatic retroperitoneal access; leg pain; low back pain; lumbar disk degeneration; lumbar interbody fusion; lumbar lordosis angle; lumbar spine; male; middle aged; minimally invasive surgery; neuroimaging; nuclear magnetic resonance imaging; pelvic incidence; pelvic tilt; quality of life; sacral slope; sagittal plane; sagittal vertical axis; scoliosis; second lumbar vertebra; skin incision; spine malformation; spine radiography; surgical approach; thoracic kyphosis angle; vertebral canal stenosis; aged; diagnostic imaging; diaphragm; female; lumbar vertebra; procedures; rib; spine fusion; surgery; Aged; Diaphragm; Female; Humans; Lumbar Vertebrae; Male; Middle Aged; Minimally Invasive Surgical Procedures; Ribs; Spinal Fusion,"Department of Orthopaedics, Samut Sakhon Hospital, Samut Sakhon, Samut Sakhon, Thailand; Department of Orthopaedics, University of Pittsburgh Medical Center, Pittsburgh, PA, United States; Department of Orthopaedics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Department of Orthopaedics, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Department of Surgery, Faculty of Medicine, Chulalongkorn University, Bangkok, Thailand; Department of Orthopaedic Surgery, Cedars-Sinai Medical Center, Los Angeles, CA, United States"
which subtypes of degenerative lumbar spondylolisthesis are suitable for oblique lumbar interbody fusion? a retrospective study in china based on the clinical and radiographic degenerative spondylolisthesis classification,2025,Asian Spine Journal,Clinical and radiographic degenerative spondylolisthesis classification; Contraindications; Lumbar spine; Oblique lumbar interbody fusion; Spondylolisthesis,,"Department of Orthopaedics, Fudan University, Shanghai, China; Department of Orthopaedics, Fudan University, Shanghai, China"
accuracy of the cage placement in oblique lumbar interbody fusion and its effects on the radiological outcome in lumbar degenerative disease,2025,Global Spine Journal,cage position; oblique lumbar interbody fusion; radiological outcome,accuracy; adult; aged; Article; body mass; computer assisted tomography; female; fluoroscopy; human; intervertebral disk; lordosis; lumbar disk degeneration; lumbar spinal stenosis; male; nerve root injury; nuclear magnetic resonance imaging; oblique lateral interbody fusion; radiological parameters; retrospective study; scoliosis; spondylolisthesis; vertebra body,"Department of Spine Surgery, Qingdao Municipal Hospital, Qingdao, Shandong, China; Dalian Medical University, Dalian, Liaoning, China"
two minimally invasive fusion techniques for neurogenic claudication caused by degenerative lumbar spondylolisthesis: a minimum 2-year follow-up study,2025,Frontiers in Neurology,degenerative lumbar spondylolisthesis; neurogenic claudication; oblique lumbar interbody fusion; surgical technique; transforaminal lumbar interbody fusion,adult; analgesia; Article; bone allograft; clinical outcome; degenerative lumbar spondylolisthesis; female; fluoroscopy; follow up; hemostasis; hospitalization; human; infusion rate; low back pain; major clinical study; male; middle aged; nerve root; neurogenic claudication; oblique lateral interbody fusion; operation duration; Oswestry Disability Index; prophylaxis; retrospective study; spine tumor; spondylolisthesis; visual analog scale,"Spine & Neurosurgery Department, Sichuan Provincial Orthopaedic Hospital, Chengdu, China"
oblique lumbar interbody fusion—address to an anatomical challenge: a case report,2025,Frontiers in Surgery,lateral screw-rod fixation; left-sided inferior vena cava; lumbar degenerative disease; oblique lumbar interbody fusion; vascular anomaly,,"Hebei North University, Zhangjiakou, Hebei, China; Department of Orthopaedics, Hebei General Hospital, Shijiazhuang, Hebei, China"
comparative analysis of tubular retractors and hook retractors in oblique lumbar interbody fusion at the initial stage of the learning curve,2024,Journal of Orthopaedic Surgery and Research,Complication; Lumbar degenerative disease; Oblique lateral lumbar interbody fusion; Retractor,aged; comparative study; devices; education; epidemiology; etiology; female; human; learning curve; lumbar vertebra; male; middle aged; operation duration; postoperative complication; procedures; prospective study; spine fusion; surgery; surgical equipment; Aged; Female; Humans; Learning Curve; Lumbar Vertebrae; Male; Middle Aged; Operative Time; Postoperative Complications; Prospective Studies; Spinal Fusion; Surgical Instruments,"Department of Spinal Surgery, Third Hospital of Shijiazhuang, Shijiazhuang, Hebei, China"
meta-analysis of the efficacy and safety of olif and tlif in the treatment of degenerative lumbar spondylolisthesis,2024,Journal of Orthopaedic Surgery and Research,Degenerative lumbar spondylolisthesis; Lumbar interbody fusion; Meta-analysis; Oblique lateral lumbar interbody fusion; Transforaminal lumbar interbody fusion,diagnostic imaging; human; lordosis; lumbar vertebra; meta analysis; minimally invasive surgery; retrospective study; spine fusion; spondylolisthesis; treatment outcome; Humans; Lordosis; Lumbar Vertebrae; Minimally Invasive Surgical Procedures; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Treatment Outcome,"Wuhan University of Science and Technology, Wuhan, Hubei, China"
clinical efficacy and imaging analysis of oblique lateral lumbar interbody fusion in the treatment of different types of lumbar intervertebral foramen stenosis,2024,Journal of Orthopaedic Surgery and Research,Imaging assessments; Lumbar intervertebral foramen stenosis; Nerve decompression; Oblique lateral interbody fusion,"diagnostic imaging; human; lordosis; lumbar vertebra; procedures; retrospective study; scoliosis; spine fusion; stenosis, occlusion and obstruction; treatment outcome; Constriction, Pathologic; Humans; Lordosis; Lumbar Vertebrae; Retrospective Studies; Scoliosis; Spinal Fusion; Treatment Outcome","Department of Spine Surgery, Third Hospital of Shijiazhuang, Shijiazhuang, Hebei, China"
short-term and mid-term evaluation of three types of minimally invasive lumbar fusion surgery for treatment of l4/l5 degenerative spondylolisthesis,2024,Scientific Reports,Endo-TLIF; Lumbar degenerative spondylolisthesis; MIS-TLIF; OLIF,aged; article; backache; body mass; complication; female; follow up; hospitalization; human; incidence; leg pain; low back pain; lumbar interbody fusion; lumbar lordosis angle; major clinical study; male; minimally invasive procedure; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; posterior lumbar interbody fusion; retrospective study; spondylolisthesis; surgery; therapy; visual analog scale; Humans; Lordosis; Lumbar Vertebrae; Minimally Invasive Surgical Procedures; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Treatment Outcome,"Suining Central Hospital, Sichuan, Sichuan, China; Suining Central Hospital, Sichuan, Sichuan, China; Suining Central Hospital, Sichuan, Sichuan, China"
biomechanical evaluation of different oblique lumbar interbody fusion constructs: a finite element analysis,2024,BMC Musculoskeletal Disorders,Adjacent segment degeneration; Biomechanical evaluation; Finite element analysis; Oblique lateral interbody fusion,"adjacent segment disc stress; adjacent segment disease; adult; Article; biomechanics; body position; cage stress; controlled study; finite element analysis; human; human experiment; intermethod comparison; male; musculoskeletal system parameters; normal human; oblique lateral interbody fusion; osteosynthesis; posterior bilateral percutaneous pedicle screw; range of motion; spinal ligament tension; spine mobility; vertebra malformation; vertebral body displacement; lumbar vertebra; procedures; spine fusion; surgery; lipopolysaccharide; Biomechanical Phenomena; Finite Element Analysis; Humans; Lipopolysaccharides; Lumbar Vertebrae; Pedicle Screws; Range of Motion, Articular; Spinal Fusion","Department of Spinal Surgery, Fujian Medical University, Fuzhou, Fujian, China"
mri-based endplate bone quality score predicts cage subsidence following oblique lumbar interbody fusion,2024,Spine Journal,Bone mineral density; Cage subsidence; EBQ; Endplate; MRI; OLIF,adult; Article; cage subsidence; cohort analysis; comparative study; correlation coefficient; diagnostic accuracy; diagnostic test accuracy study; disc height; disease association; endplate bone quality score; female; follow up; height; human; interrater reliability; intrarater reliability; major clinical study; male; middle aged; musculoskeletal system parameters; nuclear magnetic resonance imaging; oblique lateral interbody fusion; postoperative complication; predictive value; preoperative evaluation; receiver operating characteristic; retrospective study; risk factor; sensitivity and specificity; T1 weighted imaging; adverse event; aged; bone density; devices; diagnostic imaging; etiology; lumbar vertebra; spine fusion; surgery; Adult; Aged; Bone Density; Female; Humans; Lumbar Vertebrae; Magnetic Resonance Imaging; Male; Middle Aged; Postoperative Complications; Retrospective Studies; Spinal Fusion,"Department of Orthopedic Surgery and Orthopedic Research Institute, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China; Department of Rehabilitation Medicine, West China School of Medicine/West China Hospital of Sichuan University, Chengdu, Sichuan, China"
comparing olif combined with lateral screw fixation versus minimally invasive tlif for treating single-level degenerative lumbar spondylolisthesis: a retrospective cohort study,2024,"Journal of Neurological Surgery, Part A: Central European Neurosurgery",complications; degenerative lumbar spondylolisthesis; lateral screw fixation; minimally invasive transforaminal lumbar interbody fusion; oblique lumbar interbody fusion,antibiotic agent; titanium; adult; Article; clinical outcome; cohort analysis; computer assisted tomography; controlled study; female; follow up; hospitalization; human; intermethod comparison; lateral screw fixation; leg pain; lordosis; low back pain; lumbar disk degeneration; lumbar lordosis angle; major clinical study; male; middle aged; minimally invasive surgery; nuclear magnetic resonance imaging; oblique lateral interbody fusion; operation duration; operative blood loss; Oswestry Disability Index; pain assessment; posterior lumbar interbody fusion; postoperative complication; retrospective study; spine radiography; spondylolisthesis; surgical technique; visual analog scale; wound drainage; aged; bone screw; comparative study; diagnostic imaging; intervertebral disk degeneration; lumbar vertebra; procedures; spine fusion; surgery; treatment outcome; Aged; Bone Screws; Female; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Male; Middle Aged; Minimally Invasive Surgical Procedures; Retrospective Studies; Spinal Fusion; Spondylolisthesis; Treatment Outcome,"Department of Orthopaedics, Gansu Provincial Central Hospital, Lanzhou, Gansu, China"
the effect of polymethylmethacrylate augmentation on the primary stability of stand-alone implant construct versus posterior stabilization in oblique lumbar interbody fusion with osteoporotic bone quality— a finite element study,2024,Spine Journal,Biomechanics; Finite element; Minimally invasive; OLIF; Osteoporosis; Silico medicine,poly(methyl methacrylate); bone cement; anatomical concepts; Article; biomechanics; bone quality; computer model; consensus; finite element analysis; geometry; human; in vitro study; molecular stability; motion; oblique lateral interbody fusion; osteoporosis; postoperative complication; range of motion; volume; devices; lumbar vertebra; pedicle screw; procedures; spine fusion; surgery; Biomechanical Phenomena; Bone Cements; Finite Element Analysis; Humans; Lumbar Vertebrae; Osteoporosis; Pedicle Screws; Polymethyl Methacrylate; Spinal Fusion,"In Silico Biomechanics Laboratory, National Center for Spinal Disorders, Budapest, Budapest, Hungary; School of PhD Studies, Semmelweis Egyetem, Budapest, Hungary; National Center for Spinal Disorders, Budapest, Budapest, Hungary; Department of Surgery, Semmelweis Egyetem, Budapest, Hungary"
comparative effectiveness of oblique lumbar interbody fusion with anterior screw fixation versus percutaneous pedicle screw fixation for treating lumbar degenerative diseases: a systematic review and meta-analysis,2024,Journal of Orthopaedic Surgery,anterior screw fixation; lumbar degenerative diseases; Oblique lumbar interbody fusion; percutaneous pedicle screw fixation; spine surgery,Article; bleeding; comparative effectiveness; degenerative disease; follow up; functional assessment; hospitalization; human; intervertebral disk degeneration; lordosis; lumbar disk degeneration; meta analysis; oblique lateral interbody fusion; operation duration; Oswestry Disability Index; outcome assessment; patient-reported outcome; quality control; radiographic parameter; spine surgery; spondylolisthesis; systematic review; visual acuity; visual analog scale; bone screw; comparative study; devices; diagnostic imaging; lumbar vertebra; pedicle screw; procedures; spine fusion; surgery; treatment outcome; Bone Screws; Humans; Intervertebral Disc Degeneration; Lumbar Vertebrae; Pedicle Screws; Spinal Fusion; Treatment Outcome,"Allama Iqbal Medical College, Lahore, Punjab, Pakistan; Department of Neurology and Neurosurgery, Jinnah Medical College, Karachi, Sindh, Pakistan; Department of Medicine, Jinnah Sindh Medical University, Karachi, Sindh, Pakistan; Department of Medicine, Dow Medical College Pakistan, Karachi, Sindh, Pakistan; Department of Neurology, Gandhi Medical College, Hyderabad, AP, India; Jinnah Medical College, Karachi, Sindh, Pakistan"
a magnetic resonance imaging-based morphometric analysis of bilateral l1–l5 oblique lumbar interbody fusion corridor: feasibility of safe surgical approach and influencing factors,2024,Asian Spine Journal,Lumbar spondylosis; Magnetic resonance imaging; Regional anatomy; Retrospective; Stenosis,,"Department of Spine Services, Indian Spinal Injuries Centre, New Delhi, New Delhi, India"
oblique lumbar interbody fusion at l5-s1 segment through an approach between the psoas muscle and the great vessels,2024,Journal of Visualized Experiments,,diagnostic imaging; human; low back pain; lumbar vertebra; lumbosacral region; procedures; psoas muscle; retrospective study; spine fusion; surgery; treatment outcome; Humans; Low Back Pain; Lumbar Vertebrae; Lumbosacral Region; Psoas Muscles; Retrospective Studies; Spinal Fusion; Treatment Outcome,"Department of Orthopaedics, Zhejiang University, Hangzhou, Zhejiang, China"
clinical significance of redundant nerve roots in patients with lumbar spinal stenosis undergoing oblique lumbar interbody fusion combined with percutaneous internal fixation,2023,Journal of Orthopaedic Surgery and Research,Clinical efficacy; Lumbar spinal stenosis; Oblique lumbar interbody fusion; Percutaneous internal fixation; Redundant nerve roots,"clinical significance; diagnostic imaging; human; lumbar vertebra; retrospective study; spine fusion; stenosis, occlusion and obstruction; treatment outcome; vertebral canal stenosis; Clinical Relevance; Constriction, Pathologic; Humans; Lumbar Vertebrae; Retrospective Studies; Spinal Fusion; Spinal Stenosis; Treatment Outcome","Department of Spine Surgery, Wannan Medical College, Wuhu, Anhui, China; Department of Joint Surgery, Wannan Medical College, Wuhu, Anhui, China; Wannan Medical College, Wuhu, Anhui, China"
